Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count
respiratory	142	109	96	72	2.78	2.1553	1.3	2.0414	5.0
unbelievably	112	109	101	98	2.2	2.0531	1.3	2.0414	5.0
indefinitely	119	107	104	95	2.33	2.0792	1.28	2.0334	5.0
qualifications	129	106	124	103	2.53	2.1139	1.26	2.0294	5.0
vocabulary	119	106	115	102	2.33	2.0792	1.26	2.0294	5.0
intentionally	108	105	106	103	2.12	2.0374	1.25	2.0253	5.0
Ordinarily	108	103	53	51	2.12	2.0374	1.23	2.017	5.0
superintendent	219	102	114	74	4.29	2.3424	1.22	2.0128	5.0
exaggerating	109	100	105	97	2.14	2.0414	1.19	2.0043	5.0
investigations	106	100	100	94	2.08	2.0294	1.19	2.0043	5.0
orientation	124	100	113	93	2.43	2.0969	1.19	2.0043	5.0
experimenting	110	99	107	97	2.16	2.0453	1.18	2.0	5.0
contaminated	130	98	128	97	2.55	2.1173	1.17	1.9956	5.0
cooperating	109	98	105	96	2.14	2.0414	1.17	1.9956	5.0
negotiation	117	97	111	91	2.29	2.0719	1.16	1.9912	5.0
cooperative	104	96	100	94	2.04	2.0212	1.14	1.9868	5.0
representatives	109	96	91	84	2.14	2.0414	1.14	1.9868	5.0
characteristics	102	95	102	95	2.0	2.0128	1.13	1.9823	5.0
evacuation	169	94	143	90	3.31	2.2304	1.12	1.9777	5.0
initiated	108	94	106	93	2.12	2.0374	1.12	1.9777	5.0
participation	101	94	99	92	1.98	2.0086	1.12	1.9777	5.0
unavailable	105	94	102	92	2.06	2.0253	1.12	1.9777	5.0
capabilities	101	93	101	93	1.98	2.0086	1.11	1.9731	5.0
hallucinations	119	93	112	88	2.33	2.0792	1.11	1.9731	5.0
hypothetical	125	92	117	89	2.45	2.1004	1.1	1.9685	5.0
probability	114	92	114	92	2.24	2.0607	1.1	1.9685	5.0
assassinated	126	91	119	88	2.47	2.1038	1.08	1.9638	5.0
identifying	96	91	91	86	1.88	1.9868	1.08	1.9638	5.0
unusually	95	91	86	82	1.86	1.9823	1.08	1.9638	5.0
manipulated	93	87	92	86	1.82	1.9731	1.04	1.9445	5.0
voluntarily	100	86	95	82	1.96	2.0043	1.03	1.9395	5.0
editorial	111	84	102	77	2.18	2.0492	1.0	1.9294	5.0
hallucinating	98	84	95	83	1.92	1.9956	1.0	1.9294	5.0
unforgivable	100	84	94	80	1.96	2.0043	1.0	1.9294	5.0
contemporary	99	83	86	73	1.94	2.0	0.99	1.9243	5.0
discrimination	111	83	104	78	2.18	2.0492	0.99	1.9243	5.0
immortality	102	83	92	77	2.0	2.0128	0.99	1.9243	5.0
mysteriously	87	83	86	82	1.71	1.9445	0.99	1.9243	5.0
manufacturer	91	82	91	82	1.78	1.9638	0.98	1.9191	5.0
accommodations	85	81	83	79	1.67	1.9345	0.97	1.9138	5.0
considerably	83	80	82	79	1.63	1.9243	0.95	1.9085	5.0
constitutional	112	80	91	74	2.2	2.0531	0.95	1.9085	5.0
creativity	96	80	91	78	1.88	1.9868	0.95	1.9085	5.0
disability	101	79	98	78	1.98	2.0086	0.94	1.9031	5.0
unexpectedly	90	78	84	74	1.76	1.959	0.93	1.8976	5.0
complimentary	96	77	89	73	1.88	1.9868	0.92	1.8921	5.0
hypothetically	108	76	75	54	2.12	2.0374	0.91	1.8865	5.0
inability	81	76	80	75	1.59	1.9138	0.91	1.8865	5.0
momentarily	81	76	78	73	1.59	1.9138	0.91	1.8865	5.0
organisation	119	74	115	72	2.33	2.0792	0.88	1.8751	5.0
territorial	85	74	71	62	1.67	1.9345	0.88	1.8751	5.0
theoretical	95	74	84	71	1.86	1.9823	0.88	1.8751	5.0
unprecedented	80	74	77	71	1.57	1.9085	0.88	1.8751	5.0
unreliable	85	74	81	70	1.67	1.9345	0.88	1.8751	5.0
evacuated	107	73	103	71	2.1	2.0334	0.87	1.8692	5.0
manipulative	83	73	81	72	1.63	1.9243	0.87	1.8692	5.0
overreacted	84	73	84	73	1.65	1.9294	0.87	1.8692	5.0
manufacturing	86	72	69	62	1.69	1.9395	0.86	1.8633	5.0
administrative	82	71	69	60	1.61	1.9191	0.85	1.8573	5.0
investigative	82	71	81	70	1.61	1.9191	0.85	1.8573	5.0
patriotism	84	71	73	64	1.65	1.9294	0.85	1.8573	5.0
psychologically	76	71	68	65	1.49	1.8865	0.85	1.8573	5.0
philosophical	81	70	79	69	1.59	1.9138	0.83	1.8513	5.0
administrator	84	68	77	64	1.65	1.9294	0.81	1.8388	5.0
auditorium	80	68	76	64	1.57	1.9085	0.81	1.8388	5.0
occupational	76	68	46	40	1.49	1.8865	0.81	1.8388	5.0
recommendations	79	68	74	64	1.55	1.9031	0.81	1.8388	5.0
unprofessional	77	68	73	67	1.51	1.8921	0.81	1.8388	5.0
mathematical	81	67	78	64	1.59	1.9138	0.8	1.8325	5.0
hallucination	91	66	88	65	1.78	1.9638	0.79	1.8261	5.0
itinerary	85	66	85	66	1.67	1.9345	0.79	1.8261	5.0
manipulating	73	66	69	63	1.43	1.8692	0.79	1.8261	5.0
participated	71	66	71	66	1.39	1.8573	0.79	1.8261	5.0
Radiology	103	65	10	9	2.02	2.017	0.77	1.8195	5.0
disciplinary	82	64	73	60	1.61	1.9191	0.76	1.8129	5.0
documentation	69	64	66	62	1.35	1.8451	0.76	1.8129	5.0
organizations	71	64	68	61	1.39	1.8573	0.76	1.8129	5.0
originated	68	64	67	63	1.33	1.8388	0.76	1.8129	5.0
coordinator	81	63	74	58	1.59	1.9138	0.75	1.8062	5.0
exceptionally	77	63	72	62	1.51	1.8921	0.75	1.8062	5.0
inevitably	65	63	59	58	1.27	1.8195	0.75	1.8062	5.0
intimidating	70	63	63	57	1.37	1.8513	0.75	1.8062	5.0
manipulation	69	63	68	62	1.35	1.8451	0.75	1.8062	5.0
Metropolitan	76	63	32	30	1.49	1.8865	0.75	1.8062	5.0
statistically	70	63	40	37	1.37	1.8513	0.75	1.8062	5.0
imaginative	70	62	70	62	1.37	1.8513	0.74	1.7993	5.0
impersonating	74	62	66	57	1.45	1.8751	0.74	1.7993	5.0
illegitimate	68	61	65	59	1.33	1.8388	0.73	1.7924	5.0
indestructible	74	61	71	58	1.45	1.8751	0.73	1.7924	5.0
interrogating	62	61	60	59	1.22	1.7993	0.73	1.7924	5.0
intolerable	69	61	60	55	1.35	1.8451	0.73	1.7924	5.0
participating	72	61	68	59	1.41	1.8633	0.73	1.7924	5.0
pathological	75	61	70	56	1.47	1.8808	0.73	1.7924	5.0
ceremonial	70	60	62	56	1.37	1.8513	0.72	1.7853	5.0
exaggerated	64	60	61	57	1.25	1.8129	0.72	1.7853	5.0
initiation	68	60	63	55	1.33	1.8388	0.72	1.7853	5.0
pharmaceutical	104	60	82	52	2.04	2.0212	0.72	1.7853	5.0
excruciating	67	59	65	58	1.31	1.8325	0.7	1.7782	5.0
Michelangelo	78	59	0	0	1.53	1.8976	0.7	1.7782	5.0
negotiated	67	59	67	59	1.31	1.8325	0.7	1.7782	5.0
pediatrician	72	59	69	56	1.41	1.8633	0.7	1.7782	5.0
universities	71	59	66	55	1.39	1.8573	0.7	1.7782	5.0
coordination	60	58	59	57	1.18	1.7853	0.69	1.7709	5.0
disoriented	62	58	62	58	1.22	1.7993	0.69	1.7709	5.0
exterminator	102	58	90	55	2.0	2.0128	0.69	1.7709	5.0
hypocritical	64	58	63	57	1.25	1.8129	0.69	1.7709	5.0
unavoidable	61	58	55	54	1.2	1.7924	0.69	1.7709	5.0
characteristic	60	57	56	55	1.18	1.7853	0.68	1.7634	5.0
incriminating	63	57	60	55	1.24	1.8062	0.68	1.7634	5.0
capability	70	55	69	55	1.37	1.8513	0.66	1.7482	5.0
continually	55	55	53	53	1.08	1.7482	0.66	1.7482	5.0
hereditary	60	55	53	51	1.18	1.7853	0.66	1.7482	5.0
homosexuals	80	55	74	51	1.57	1.9085	0.66	1.7482	5.0
coordinated	55	54	53	52	1.08	1.7482	0.64	1.7404	5.0
coordinating	57	54	53	50	1.12	1.7634	0.64	1.7404	5.0
exhilarating	57	54	55	53	1.12	1.7634	0.64	1.7404	5.0
inspirational	62	54	56	51	1.22	1.7993	0.64	1.7404	5.0
technicality	61	54	57	52	1.2	1.7924	0.64	1.7404	5.0
uncontrollable	56	54	54	53	1.1	1.7559	0.64	1.7404	5.0
veterinarian	64	54	59	51	1.25	1.8129	0.64	1.7404	5.0
Cosmopolitan	59	53	21	21	1.16	1.7782	0.63	1.7324	5.0
electrocuted	66	53	64	52	1.29	1.8261	0.63	1.7324	5.0
executioner	69	53	60	49	1.35	1.8451	0.63	1.7324	5.0
gynecologist	72	53	67	50	1.41	1.8633	0.63	1.7324	5.0
historically	56	53	44	42	1.1	1.7559	0.63	1.7324	5.0
inexperienced	58	53	56	51	1.14	1.7709	0.63	1.7324	5.0
schizophrenia	69	53	62	48	1.35	1.8451	0.63	1.7324	5.0
inadvertently	54	52	53	52	1.06	1.7404	0.62	1.7243	5.0
anticipating	53	51	48	46	1.04	1.7324	0.61	1.716	5.0
architectural	65	51	52	41	1.27	1.8195	0.61	1.716	5.0
melodramatic	62	51	58	49	1.22	1.7993	0.61	1.716	5.0
romantically	54	51	52	49	1.06	1.7404	0.61	1.716	5.0
visibility	61	51	44	41	1.2	1.7924	0.61	1.716	5.0
anthropology	67	50	59	44	1.31	1.8325	0.6	1.7076	5.0
appropriately	55	50	50	47	1.08	1.7482	0.6	1.7076	5.0
Incorporated	75	50	34	32	1.47	1.8808	0.6	1.7076	5.0
insecurity	55	50	51	48	1.08	1.7482	0.6	1.7076	5.0
intoxicated	52	50	48	46	1.02	1.7243	0.6	1.7076	5.0
neurological	57	50	53	47	1.12	1.7634	0.6	1.7076	5.0
premeditated	56	50	52	46	1.1	1.7559	0.6	1.7076	5.0
reincarnation	66	50	58	45	1.29	1.8261	0.6	1.7076	5.0
similarities	57	50	52	49	1.12	1.7634	0.6	1.7076	5.0
authenticity	59	49	56	46	1.16	1.7782	0.58	1.699	5.0
diabolical	55	49	51	46	1.08	1.7482	0.58	1.699	5.0
infidelity	67	49	61	46	1.31	1.8325	0.58	1.699	5.0
inseparable	51	49	51	49	1.0	1.716	0.58	1.699	5.0
interrogated	53	49	52	49	1.04	1.7324	0.58	1.699	5.0
aphrodisiac	82	48	81	48	1.61	1.9191	0.57	1.6902	5.0
confidentially	55	48	31	28	1.08	1.7482	0.57	1.6902	5.0
evacuating	60	48	57	46	1.18	1.7853	0.57	1.6902	5.0
manifestation	53	48	53	48	1.04	1.7324	0.57	1.6902	5.0
Minneapolis	76	48	1	1	1.49	1.8865	0.57	1.6902	5.0
abomination	58	47	53	46	1.14	1.7709	0.56	1.6812	5.0
accelerator	69	47	66	45	1.35	1.8451	0.56	1.6812	5.0
flexibility	50	47	48	46	0.98	1.7076	0.56	1.6812	5.0
intoxicating	49	47	48	46	0.96	1.699	0.56	1.6812	5.0
involuntary	52	47	44	40	1.02	1.7243	0.56	1.6812	5.0
metabolism	55	47	55	47	1.08	1.7482	0.56	1.6812	5.0
pharmaceuticals	62	47	33	28	1.22	1.7993	0.56	1.6812	5.0
recreational	53	47	49	44	1.04	1.7324	0.56	1.6812	5.0
spiritually	55	47	49	42	1.08	1.7482	0.56	1.6812	5.0
traditionally	47	47	35	35	0.92	1.6812	0.56	1.6812	5.0
elimination	66	46	63	44	1.29	1.8261	0.55	1.6721	5.0
imaginable	48	46	48	46	0.94	1.6902	0.55	1.6721	5.0
accommodation	48	45	44	42	0.94	1.6902	0.54	1.6628	5.0
accompanying	47	45	43	41	0.92	1.6812	0.54	1.6628	5.0
collaboration	58	45	57	45	1.14	1.7709	0.54	1.6628	5.0
continuously	50	45	47	42	0.98	1.7076	0.54	1.6628	5.0
eliminating	46	45	41	40	0.9	1.6721	0.54	1.6628	5.0
impenetrable	52	45	51	44	1.02	1.7243	0.54	1.6628	5.0
incarcerated	51	45	49	43	1.0	1.716	0.54	1.6628	5.0
Christianity	56	44	1	1	1.1	1.7559	0.52	1.6532	5.0
independently	48	44	45	42	0.94	1.6902	0.52	1.6532	5.0
insufferable	49	44	46	42	0.96	1.699	0.52	1.6532	5.0
negotiator	67	44	61	44	1.31	1.8325	0.52	1.6532	5.0
obituary	68	44	67	44	1.33	1.8388	0.52	1.6532	5.0
unconditional	47	44	37	34	0.92	1.6812	0.52	1.6532	5.0
agricultural	48	43	41	38	0.94	1.6902	0.51	1.6435	5.0
capitalism	51	43	36	30	1.0	1.716	0.51	1.6435	5.0
communicated	48	43	48	43	0.94	1.6902	0.51	1.6435	5.0
disagreeable	49	43	49	43	0.96	1.699	0.51	1.6435	5.0
exaggeration	47	43	44	41	0.92	1.6812	0.51	1.6435	5.0
ingenuity	47	43	46	42	0.92	1.6812	0.51	1.6435	5.0
Initiating	52	43	21	20	1.02	1.7243	0.51	1.6435	5.0
instability	52	43	50	41	1.02	1.7243	0.51	1.6435	5.0
miraculously	44	43	39	38	0.86	1.6532	0.51	1.6435	5.0
sophistication	49	43	48	43	0.96	1.699	0.51	1.6435	5.0
toxicology	53	43	40	35	1.04	1.7324	0.51	1.6435	5.0
unforgettable	48	43	41	38	0.94	1.6902	0.51	1.6435	5.0
unmistakable	45	43	37	36	0.88	1.6628	0.51	1.6435	5.0
accelerated	49	42	43	38	0.96	1.699	0.5	1.6335	5.0
anonymity	46	42	38	34	0.9	1.6721	0.5	1.6335	5.0
anthropologist	53	42	52	42	1.04	1.7324	0.5	1.6335	5.0
gravitational	57	42	55	41	1.12	1.7634	0.5	1.6335	5.0
retaliation	48	42	42	37	0.94	1.6902	0.5	1.6335	5.0
unconventional	44	42	41	39	0.86	1.6532	0.5	1.6335	5.0
verification	46	42	42	39	0.9	1.6721	0.5	1.6335	5.0
alphabetical	44	41	39	37	0.86	1.6532	0.49	1.6232	5.0
appreciative	41	41	41	41	0.8	1.6232	0.49	1.6232	5.0
chemotherapy	59	41	48	37	1.16	1.7782	0.49	1.6232	5.0
configuration	48	41	46	40	0.94	1.6902	0.49	1.6232	5.0
imaginations	44	41	44	41	0.86	1.6532	0.49	1.6232	5.0
inconceivable	46	41	43	41	0.9	1.6721	0.49	1.6232	5.0
inexcusable	43	41	40	39	0.84	1.6435	0.49	1.6232	5.0
insinuating	49	41	44	37	0.96	1.699	0.49	1.6232	5.0
invariably	44	41	38	36	0.86	1.6532	0.49	1.6232	5.0
justification	47	41	44	40	0.92	1.6812	0.49	1.6232	5.0
obituaries	53	41	48	39	1.04	1.7324	0.49	1.6232	5.0
physiology	49	41	44	37	0.96	1.699	0.49	1.6232	5.0
ramifications	44	41	43	40	0.86	1.6532	0.49	1.6232	5.0
ridiculously	46	41	39	35	0.9	1.6721	0.49	1.6232	5.0
spontaneously	41	41	41	41	0.8	1.6232	0.49	1.6232	5.0
alienated	41	40	39	39	0.8	1.6232	0.48	1.6128	5.0
coincidental	42	40	39	37	0.82	1.6335	0.48	1.6128	5.0
irreplaceable	43	40	40	37	0.84	1.6435	0.48	1.6128	5.0
alcoholism	43	39	38	35	0.84	1.6435	0.46	1.6021	5.0
coincidences	50	39	46	36	0.98	1.7076	0.46	1.6021	5.0
considerations	44	39	44	39	0.86	1.6532	0.46	1.6021	5.0
fundamentally	42	39	39	36	0.82	1.6335	0.46	1.6021	5.0
gratification	42	39	41	38	0.82	1.6335	0.46	1.6021	5.0
immaterial	45	39	42	36	0.88	1.6628	0.46	1.6021	5.0
impressionable	43	39	43	39	0.84	1.6435	0.46	1.6021	5.0
incarceration	40	39	37	36	0.78	1.6128	0.46	1.6021	5.0
manufacturers	50	39	44	36	0.98	1.7076	0.46	1.6021	5.0
Presbyterian	55	39	4	3	1.08	1.7482	0.46	1.6021	5.0
significantly	43	39	42	38	0.84	1.6435	0.46	1.6021	5.0
specifications	42	39	42	39	0.82	1.6335	0.46	1.6021	5.0
accelerating	45	38	38	34	0.88	1.6628	0.45	1.5911	5.0
accumulated	39	38	38	37	0.76	1.6021	0.45	1.5911	5.0
delicatessen	41	38	36	33	0.8	1.6232	0.45	1.5911	5.0
extermination	52	38	50	36	1.02	1.7243	0.45	1.5911	5.0
idealistic	41	38	41	38	0.8	1.6232	0.45	1.5911	5.0
nationality	42	38	36	34	0.82	1.6335	0.45	1.5911	5.0
sanctimonious	42	38	41	37	0.82	1.6335	0.45	1.5911	5.0
acceleration	44	37	38	33	0.86	1.6532	0.44	1.5798	5.0
contamination	60	37	57	36	1.18	1.7853	0.44	1.5798	5.0
decapitated	44	37	39	33	0.86	1.6532	0.44	1.5798	5.0
incomparable	48	37	47	36	0.94	1.6902	0.44	1.5798	5.0
irreversible	41	37	40	36	0.8	1.6232	0.44	1.5798	5.0
metaphorically	38	37	28	27	0.75	1.5911	0.44	1.5798	5.0
modifications	41	37	41	37	0.8	1.6232	0.44	1.5798	5.0
speciality	44	37	44	37	0.86	1.6532	0.44	1.5798	5.0
technological	40	37	37	35	0.78	1.6128	0.44	1.5798	5.0
undeniable	49	37	45	35	0.96	1.699	0.44	1.5798	5.0
annihilation	41	36	40	36	0.8	1.6232	0.43	1.5682	5.0
appreciating	36	36	34	34	0.71	1.5682	0.43	1.5682	5.0
conservatory	69	36	49	29	1.35	1.8451	0.43	1.5682	5.0
electrocution	50	36	38	26	0.98	1.7076	0.43	1.5682	5.0
figuratively	39	36	25	23	0.76	1.6021	0.43	1.5682	5.0
geological	42	36	33	31	0.82	1.6335	0.43	1.5682	5.0
indispensable	38	36	36	34	0.75	1.5911	0.43	1.5682	5.0
infatuation	43	36	42	36	0.84	1.6435	0.43	1.5682	5.0
modification	43	36	37	30	0.84	1.6435	0.43	1.5682	5.0
redecorating	37	36	36	35	0.73	1.5798	0.43	1.5682	5.0
spontaneity	42	36	38	33	0.82	1.6335	0.43	1.5682	5.0
affiliated	40	35	39	34	0.78	1.6128	0.42	1.5563	5.0
congratulated	42	35	38	32	0.82	1.6335	0.42	1.5563	5.0
inexplicable	38	35	37	34	0.75	1.5911	0.42	1.5563	5.0
choreography	45	34	40	31	0.88	1.6628	0.41	1.5441	5.0
civilizations	43	34	43	34	0.84	1.6435	0.41	1.5441	5.0
cooperated	36	34	36	34	0.71	1.5682	0.41	1.5441	5.0
disobedience	39	34	36	31	0.76	1.6021	0.41	1.5441	5.0
extravaganza	36	34	29	29	0.71	1.5682	0.41	1.5441	5.0
misunderstandings	40	34	39	34	0.78	1.6128	0.41	1.5441	5.0
navigational	48	34	41	31	0.94	1.6902	0.41	1.5441	5.0
rudimentary	34	34	33	33	0.67	1.5441	0.41	1.5441	5.0
similarity	36	34	36	34	0.71	1.5682	0.41	1.5441	5.0
unofficially	38	34	23	20	0.75	1.5911	0.41	1.5441	5.0
vegetarians	37	34	32	29	0.73	1.5798	0.41	1.5441	5.0
anonymously	35	33	31	30	0.69	1.5563	0.39	1.5315	5.0
astronomical	37	33	34	30	0.73	1.5798	0.39	1.5315	5.0
choreographer	53	33	50	32	1.04	1.7324	0.39	1.5315	5.0
egotistical	35	33	33	32	0.69	1.5563	0.39	1.5315	5.0
hypothermia	39	33	33	31	0.76	1.6021	0.39	1.5315	5.0
incorrigible	39	33	36	30	0.76	1.6021	0.39	1.5315	5.0
infatuated	37	33	36	32	0.73	1.5798	0.39	1.5315	5.0
intellectuals	41	33	38	31	0.8	1.6232	0.39	1.5315	5.0
mathematician	49	33	46	32	0.96	1.699	0.39	1.5315	5.0
mediocrity	36	33	33	30	0.71	1.5682	0.39	1.5315	5.0
metaphysical	42	33	41	32	0.82	1.6335	0.39	1.5315	5.0
notoriously	33	33	32	32	0.65	1.5315	0.39	1.5315	5.0
