Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern	primary_stress_position	secondary_stress_position
mate	1491	650	1386	628	29.24	3.1738	7.75	2.8136	1.0	1	1.0	
Twelve	960	649	455	328	18.82	2.9827	7.74	2.8129	1.0	1	1.0	
beats	767	648	540	468	15.04	2.8854	7.73	2.8122	1.0	1	1.0	
doll	1263	648	1080	615	24.76	3.1017	7.73	2.8122	1.0	1	1.0	
sink	863	646	817	615	16.92	2.9365	7.7	2.8109	1.0	1	1.0	
chat	830	644	785	630	16.27	2.9196	7.68	2.8096	1.0	1	1.0	
beef	1005	643	895	598	19.71	3.0026	7.67	2.8089	1.0	1	1.0	
pipe	989	643	853	558	19.39	2.9956	7.67	2.8089	1.0	1	1.0	
punk	1121	643	1006	597	21.98	3.05	7.67	2.8089	1.0	1	1.0	
forth	804	642	797	636	15.76	2.9058	7.65	2.8082	1.0	1	1.0	
H	1414	641	229	99	27.73	3.1508	7.64	2.8075	1.0	1	1.0	
shown	723	640	720	638	14.18	2.8597	7.63	2.8069	1.0	1	1.0	
tone	860	640	781	604	16.86	2.935	7.63	2.8069	1.0	1	1.0	
damned	898	639	781	584	17.61	2.9538	7.62	2.8062	1.0	1	1.0	
bride	1235	638	1148	612	24.22	3.092	7.61	2.8055	1.0	1	1.0	
blows	793	635	728	592	15.55	2.8998	7.57	2.8035	1.0	1	1.0	
guards	1237	635	999	561	24.25	3.0927	7.57	2.8035	1.0	1	1.0	
print	1018	635	922	590	19.96	3.0082	7.57	2.8035	1.0	1	1.0	
wings	1003	635	947	607	19.67	3.0017	7.57	2.8035	1.0	1	1.0	
cared	723	634	720	633	14.18	2.8597	7.56	2.8028	1.0	1	1.0	
seek	934	632	874	602	18.31	2.9708	7.53	2.8014	1.0	1	1.0	
deck	1212	629	1103	595	23.76	3.0839	7.5	2.7993	1.0	1	1.0	
dreamed	784	629	777	625	15.37	2.8949	7.5	2.7993	1.0	1	1.0	
hopes	770	628	753	617	15.1	2.8871	7.49	2.7987	1.0	1	1.0	
cure	1063	627	1033	616	20.84	3.0269	7.47	2.798	1.0	1	1.0	
pays	715	627	683	601	14.02	2.8549	7.47	2.798	1.0	1	1.0	
France	1380	626	13	4	27.06	3.1402	7.46	2.7973	1.0	1	1.0	
crush	857	625	772	581	16.8	2.9335	7.45	2.7966	1.0	1	1.0	
trail	979	624	921	598	19.2	2.9912	7.44	2.7959	1.0	1	1.0	
earn	783	623	761	612	15.35	2.8943	7.43	2.7952	1.0	1	1.0	
pet	1029	623	910	574	20.18	3.0128	7.43	2.7952	1.0	1	1.0	
zone	1026	622	856	543	20.12	3.0116	7.42	2.7945	1.0	1	1.0	
mass	880	620	712	521	17.25	2.945	7.39	2.7931	1.0	1	1.0	
cap	956	619	687	524	18.75	2.9809	7.38	2.7924	1.0	1	1.0	
sand	1035	618	891	581	20.29	3.0154	7.37	2.7917	1.0	1	1.0	
cheat	901	616	861	595	17.67	2.9552	7.34	2.7903	1.0	1	1.0	
whore	1076	616	1020	593	21.1	3.0322	7.34	2.7903	1.0	1	1.0	
songs	1132	615	1088	598	22.2	3.0542	7.33	2.7896	1.0	1	1.0	
sons	921	615	803	557	18.06	2.9647	7.33	2.7896	1.0	1	1.0	
maid	1164	614	1082	580	22.82	3.0663	7.32	2.7889	1.0	1	1.0	
Bay	1236	612	448	287	24.24	3.0924	7.3	2.7875	1.0	1	1.0	
salt	995	612	753	515	19.51	2.9983	7.3	2.7875	1.0	1	1.0	
lets	918	610	691	540	18.0	2.9633	7.27	2.786	1.0	1	1.0	
bow	1034	609	857	552	20.27	3.0149	7.26	2.7853	1.0	1	1.0	
hills	1027	609	533	365	20.14	3.012	7.26	2.7853	1.0	1	1.0	
sets	761	609	727	592	14.92	2.882	7.26	2.7853	1.0	1	1.0	
blocks	765	608	755	600	15.0	2.8842	7.25	2.7846	1.0	1	1.0	
heck	925	607	742	538	18.14	2.9666	7.24	2.7839	1.0	1	1.0	
laughs	1238	607	1023	540	24.27	3.0931	7.24	2.7839	1.0	1	1.0	
league	950	607	576	391	18.63	2.9782	7.24	2.7839	1.0	1	1.0	
squeeze	769	607	634	536	15.08	2.8865	7.24	2.7839	1.0	1	1.0	
golf	1302	604	1192	568	25.53	3.1149	7.2	2.7818	1.0	1	1.0	
pour	771	604	577	479	15.12	2.8876	7.2	2.7818	1.0	1	1.0	
gross	779	602	609	493	15.27	2.8921	7.18	2.7803	1.0	1	1.0	
Lee	2449	602	25	11	48.02	3.3892	7.18	2.7803	1.0	1	1.0	
drives	728	601	679	561	14.27	2.8627	7.16	2.7796	1.0	1	1.0	
site	980	601	965	595	19.22	2.9917	7.16	2.7796	1.0	1	1.0	
flew	785	600	759	584	15.39	2.8954	7.15	2.7789	1.0	1	1.0	
youth	858	600	747	536	16.82	2.934	7.15	2.7789	1.0	1	1.0	
coach	2429	599	1399	513	47.63	3.3856	7.14	2.7782	1.0	1	1.0	
blast	825	598	661	513	16.18	2.917	7.13	2.7774	1.0	1	1.0	
boots	977	598	905	571	19.16	2.9903	7.13	2.7774	1.0	1	1.0	
brief	732	598	693	580	14.35	2.8651	7.13	2.7774	1.0	1	1.0	
charm	794	597	750	583	15.57	2.9004	7.12	2.7767	1.0	1	1.0	
holds	728	597	710	584	14.27	2.8627	7.12	2.7767	1.0	1	1.0	
bout	974	596	930	575	19.1	2.989	7.11	2.776	1.0	1	1.0	
strip	800	596	610	480	15.69	2.9036	7.11	2.776	1.0	1	1.0	
washed	718	596	690	577	14.08	2.8567	7.11	2.776	1.0	1	1.0	
counts	691	592	683	585	13.55	2.8401	7.06	2.7731	1.0	1	1.0	
laws	868	592	811	574	17.02	2.939	7.06	2.7731	1.0	1	1.0	
skills	743	591	734	588	14.57	2.8716	7.05	2.7723	1.0	1	1.0	
rub	788	589	639	524	15.45	2.8971	7.02	2.7709	1.0	1	1.0	
bang	1019	588	625	433	19.98	3.0086	7.01	2.7701	1.0	1	1.0	
charged	737	588	706	573	14.45	2.8681	7.01	2.7701	1.0	1	1.0	
gain	700	587	685	579	13.73	2.8457	7.0	2.7694	1.0	1	1.0	
bro	1270	586	1105	544	24.9	3.1041	6.99	2.7686	1.0	1	1.0	
horn	1075	586	801	484	21.08	3.0318	6.99	2.7686	1.0	1	1.0	
boom	1112	585	609	390	21.8	3.0465	6.97	2.7679	1.0	1	1.0	
brush	722	584	645	534	14.16	2.8591	6.96	2.7672	1.0	1	1.0	
bug	1068	583	878	541	20.94	3.029	6.95	2.7664	1.0	1	1.0	
stress	796	583	755	560	15.61	2.9015	6.95	2.7664	1.0	1	1.0	
tracks	854	583	834	574	16.75	2.932	6.95	2.7664	1.0	1	1.0	
wing	1032	581	714	507	20.24	3.0141	6.93	2.7649	1.0	1	1.0	
loan	1013	580	937	555	19.86	3.006	6.91	2.7642	1.0	1	1.0	
flash	783	578	609	502	15.35	2.8943	6.89	2.7627	1.0	1	1.0	
stepped	656	576	638	562	12.86	2.8176	6.87	2.7612	1.0	1	1.0	
bike	1320	574	1298	569	25.88	3.1209	6.84	2.7597	1.0	1	1.0	
guilt	760	574	706	552	14.9	2.8814	6.84	2.7597	1.0	1	1.0	
Steve	3540	572	0	0	69.41	3.5491	6.82	2.7582	1.0	1	1.0	
junk	784	570	742	552	15.37	2.8949	6.8	2.7566	1.0	1	1.0	
rob	1188	570	653	421	23.29	3.0752	6.8	2.7566	1.0	1	1.0	
swell	1061	570	880	491	20.8	3.0261	6.8	2.7566	1.0	1	1.0	
Drew	1277	569	511	420	25.04	3.1065	6.78	2.7559	1.0	1	1.0	
grabbed	680	569	663	556	13.33	2.8331	6.78	2.7559	1.0	1	1.0	
slide	909	569	771	501	17.82	2.959	6.78	2.7559	1.0	1	1.0	
sore	765	569	726	545	15.0	2.8842	6.78	2.7559	1.0	1	1.0	
wears	651	569	631	554	12.76	2.8142	6.78	2.7559	1.0	1	1.0	
wives	787	569	757	557	15.43	2.8965	6.78	2.7559	1.0	1	1.0	
Er	1932	567	836	343	37.88	3.2862	6.76	2.7543	1.0	0		
Burns	1180	565	539	399	23.14	3.0722	6.74	2.7528	1.0	1	1.0	
X	1051	565	170	133	20.61	3.022	6.74	2.7528	1.0	1	1.0	
cage	1034	564	810	481	20.27	3.0149	6.72	2.752	1.0	1	1.0	
prayer	805	564	752	537	15.78	2.9063	6.72	2.752	1.0	1	1.0	
sticks	694	564	626	527	13.61	2.842	6.72	2.752	1.0	1	1.0	
thick	713	564	662	539	13.98	2.8537	6.72	2.752	1.0	1	1.0	
squad	1096	563	879	494	21.49	3.0402	6.71	2.7513	1.0	1	1.0	
bend	768	562	575	466	15.06	2.8859	6.7	2.7505	1.0	1	1.0	
toy	859	562	774	536	16.84	2.9345	6.7	2.7505	1.0	1	1.0	
bat	1052	561	913	525	20.63	3.0224	6.69	2.7497	1.0	1	1.0	
trunk	1010	561	985	553	19.8	3.0048	6.69	2.7497	1.0	1	1.0	
earned	646	560	642	558	12.67	2.8109	6.68	2.749	1.0	1	1.0	
gear	816	559	779	553	16.0	2.9122	6.66	2.7482	1.0	1	1.0	
flies	717	558	655	521	14.06	2.8561	6.65	2.7474	1.0	1	1.0	
stretch	748	558	604	496	14.67	2.8745	6.65	2.7474	1.0	1	1.0	
holes	779	556	764	550	15.27	2.8921	6.63	2.7459	1.0	1	1.0	
beast	1252	552	899	503	24.55	3.098	6.58	2.7427	1.0	1	1.0	
fence	819	552	803	544	16.06	2.9138	6.58	2.7427	1.0	1	1.0	
tune	796	552	728	514	15.61	2.9015	6.58	2.7427	1.0	1	1.0	
hooked	669	551	647	539	13.12	2.8261	6.57	2.7419	1.0	1	1.0	
nut	797	551	744	536	15.63	2.902	6.57	2.7419	1.0	1	1.0	
checks	759	550	738	539	14.88	2.8808	6.56	2.7412	1.0	1	1.0	
claims	710	550	673	527	13.92	2.8519	6.56	2.7412	1.0	1	1.0	
grass	856	550	797	531	16.78	2.933	6.56	2.7412	1.0	1	1.0	
spin	746	550	631	489	14.63	2.8733	6.56	2.7412	1.0	1	1.0	
pee	925	547	793	519	18.14	2.9666	6.52	2.7388	1.0	1	1.0	
aim	758	546	576	437	14.86	2.8802	6.51	2.738	1.0	1	1.0	
prime	933	546	586	436	18.29	2.9703	6.51	2.738	1.0	1	1.0	
socks	932	546	864	529	18.27	2.9699	6.51	2.738	1.0	1	1.0	
pin	835	545	719	507	16.37	2.9222	6.5	2.7372	1.0	1	1.0	
steel	941	545	790	496	18.45	2.9741	6.5	2.7372	1.0	1	1.0	
tend	626	543	609	531	12.27	2.7973	6.47	2.7356	1.0	1	1.0	
net	793	541	699	479	15.55	2.8998	6.45	2.734	1.0	1	1.0	
Pete	1954	541	9	8	38.31	3.2911	6.45	2.734	1.0	1	1.0	
chill	828	540	559	412	16.24	2.9186	6.44	2.7332	1.0	1	1.0	
goal	854	540	783	520	16.75	2.932	6.44	2.7332	1.0	1	1.0	
cats	1006	539	838	486	19.73	3.003	6.43	2.7324	1.0	1	1.0	
gray	1077	539	581	439	21.12	3.0326	6.43	2.7324	1.0	1	1.0	
homes	722	539	678	519	14.16	2.8591	6.43	2.7324	1.0	1	1.0	
shove	674	539	536	450	13.22	2.8293	6.43	2.7324	1.0	1	1.0	
drank	656	536	633	519	12.86	2.8176	6.39	2.73	1.0	1	1.0	
eats	645	535	620	518	12.65	2.8102	6.38	2.7292	1.0	1	1.0	
wheels	678	535	614	494	13.29	2.8319	6.38	2.7292	1.0	1	1.0	
placed	623	534	616	528	12.22	2.7952	6.37	2.7284	1.0	1	1.0	
self	722	534	682	510	14.16	2.8591	6.37	2.7284	1.0	1	1.0	
chips	828	533	757	497	16.24	2.9186	6.35	2.7275	1.0	1	1.0	
knee	749	533	723	519	14.69	2.8751	6.35	2.7275	1.0	1	1.0	
fits	654	530	607	498	12.82	2.8162	6.32	2.7251	1.0	1	1.0	
gym	927	530	860	520	18.18	2.9675	6.32	2.7251	1.0	1	1.0	
Nick	3062	530	125	113	60.04	3.4861	6.32	2.7251	1.0	1	1.0	
pulse	1200	530	823	474	23.53	3.0795	6.32	2.7251	1.0	1	1.0	
pile	672	529	642	508	13.18	2.828	6.31	2.7243	1.0	1	1.0	
acts	636	527	614	514	12.47	2.8041	6.28	2.7226	1.0	1	1.0	
broad	751	527	709	502	14.73	2.8762	6.28	2.7226	1.0	1	1.0	
Bud	1808	527	351	256	35.45	3.2574	6.28	2.7226	1.0	1	1.0	
darn	709	527	513	398	13.9	2.8513	6.28	2.7226	1.0	1	1.0	
frame	719	527	691	513	14.1	2.8573	6.28	2.7226	1.0	1	1.0	
sends	585	527	553	502	11.47	2.7679	6.28	2.7226	1.0	1	1.0	
snake	1140	526	834	455	22.35	3.0573	6.27	2.7218	1.0	1	1.0	
Jane	2192	525	45	13	42.98	3.341	6.26	2.721	1.0	1	1.0	
bail	885	522	793	497	17.35	2.9474	6.22	2.7185	1.0	1	1.0	
priest	1336	522	1194	477	26.2	3.1261	6.22	2.7185	1.0	1	1.0	
patch	888	521	586	431	17.41	2.9489	6.21	2.7177	1.0	1	1.0	
steak	828	520	742	481	16.24	2.9186	6.2	2.7168	1.0	1	1.0	
lap	687	519	647	496	13.47	2.8376	6.19	2.716	1.0	1	1.0	
toss	632	518	503	437	12.39	2.8014	6.18	2.7152	1.0	1	1.0	
wreck	697	518	677	506	13.67	2.8439	6.18	2.7152	1.0	1	1.0	
curse	929	517	836	480	18.22	2.9685	6.16	2.7143	1.0	1	1.0	
dragged	589	517	578	510	11.55	2.7709	6.16	2.7143	1.0	1	1.0	
robbed	782	515	757	504	15.33	2.8938	6.14	2.7126	1.0	1	1.0	
soap	775	515	693	486	15.2	2.8899	6.14	2.7126	1.0	1	1.0	
spy	1023	515	917	493	20.06	3.0103	6.14	2.7126	1.0	1	1.0	
cried	662	514	651	507	12.98	2.8215	6.13	2.7118	1.0	1	1.0	
wrapped	600	514	575	494	11.76	2.7789	6.13	2.7118	1.0	1	1.0	
Lane	1704	513	319	235	33.41	3.2317	6.12	2.711	1.0	1	1.0	
sakes	607	513	601	509	11.9	2.7839	6.12	2.711	1.0	1	1.0	
stink	673	513	646	505	13.2	2.8287	6.12	2.711	1.0	1	1.0	
dope	820	512	764	485	16.08	2.9143	6.1	2.7101	1.0	1	1.0	
host	766	511	698	481	15.02	2.8848	6.09	2.7093	1.0	1	1.0	
tastes	611	511	494	424	11.98	2.7868	6.09	2.7093	1.0	1	1.0	
toes	638	510	615	496	12.51	2.8055	6.08	2.7084	1.0	1	1.0	
fools	681	509	601	467	13.35	2.8338	6.07	2.7076	1.0	1	1.0	
math	836	508	709	473	16.39	2.9227	6.06	2.7067	1.0	1	1.0	
rats	848	508	715	447	16.63	2.9289	6.06	2.7067	1.0	1	1.0	
Bond	1595	507	565	379	31.27	3.203	6.04	2.7059	1.0	1	1.0	
mud	756	506	674	471	14.82	2.8791	6.03	2.705	1.0	1	1.0	
neat	635	506	547	449	12.45	2.8035	6.03	2.705	1.0	1	1.0	
hip	786	505	668	474	15.41	2.896	6.02	2.7042	1.0	1	1.0	
string	646	505	595	466	12.67	2.8109	6.02	2.7042	1.0	1	1.0	
vice	950	505	550	354	18.63	2.9782	6.02	2.7042	1.0	1	1.0	
sack	659	504	586	488	12.92	2.8195	6.01	2.7033	1.0	1	1.0	
Saint	914	504	400	281	17.92	2.9614	6.01	2.7033	1.0	1	1.0	
shocked	598	504	569	485	11.73	2.7774	6.01	2.7033	1.0	1	1.0	
wounds	717	504	693	493	14.06	2.8561	6.01	2.7033	1.0	1	1.0	
skull	750	503	691	484	14.71	2.8756	6.0	2.7024	1.0	1	1.0	
souls	754	503	716	488	14.78	2.8779	6.0	2.7024	1.0	1	1.0	
spoil	593	502	574	497	11.63	2.7738	5.98	2.7016	1.0	1	1.0	
phones	664	500	647	489	13.02	2.8228	5.96	2.6998	1.0	1	1.0	
brand	712	499	587	458	13.96	2.8531	5.95	2.699	1.0	1	1.0	
gifts	732	499	698	490	14.35	2.8651	5.95	2.699	1.0	1	1.0	
inch	631	499	621	496	12.37	2.8007	5.95	2.699	1.0	1	1.0	
Max	3620	498	123	96	70.98	3.5588	5.94	2.6981	1.0	1	1.0	
slave	940	498	880	474	18.43	2.9736	5.94	2.6981	1.0	1	1.0	
flag	892	497	781	454	17.49	2.9509	5.93	2.6972	1.0	1	1.0	
owned	599	497	591	489	11.75	2.7782	5.93	2.6972	1.0	1	1.0	
shave	702	497	645	472	13.76	2.847	5.93	2.6972	1.0	1	1.0	
yards	760	497	754	494	14.9	2.8814	5.93	2.6972	1.0	1	1.0	
aid	709	496	613	448	13.9	2.8513	5.91	2.6964	1.0	1	1.0	
tax	742	495	692	464	14.55	2.871	5.9	2.6955	1.0	1	1.0	
fond	629	494	617	488	12.33	2.7993	5.89	2.6946	1.0	1	1.0	
sin	813	494	739	465	15.94	2.9106	5.89	2.6946	1.0	1	1.0	
pound	708	493	671	475	13.88	2.8506	5.88	2.6937	1.0	1	1.0	
sauce	795	492	776	486	15.59	2.9009	5.87	2.6928	1.0	1	1.0	
chip	1051	490	799	413	20.61	3.022	5.84	2.6911	1.0	1	1.0	
pro	722	490	664	462	14.16	2.8591	5.84	2.6911	1.0	1	1.0	
debt	725	489	720	487	14.22	2.8609	5.83	2.6902	1.0	1	1.0	
Eve	1437	489	119	96	28.18	3.1578	5.83	2.6902	1.0	1	1.0	
flip	728	488	563	436	14.27	2.8627	5.82	2.6893	1.0	1	1.0	
task	649	488	613	467	12.73	2.8129	5.82	2.6893	1.0	1	1.0	
nap	645	487	626	481	12.65	2.8102	5.81	2.6884	1.0	1	1.0	
Smith	1856	485	6	4	36.39	3.2688	5.78	2.6866	1.0	1	1.0	
flow	701	484	665	473	13.75	2.8463	5.77	2.6857	1.0	1	1.0	
lend	595	484	483	411	11.67	2.7752	5.77	2.6857	1.0	1	1.0	
prick	720	484	661	451	14.12	2.8579	5.77	2.6857	1.0	1	1.0	
thrilled	564	484	549	474	11.06	2.752	5.77	2.6857	1.0	1	1.0	
slap	636	483	536	430	12.47	2.8041	5.76	2.6848	1.0	1	1.0	
stinks	627	483	599	461	12.29	2.798	5.76	2.6848	1.0	1	1.0	
deaf	741	482	710	471	14.53	2.8704	5.75	2.6839	1.0	1	1.0	
Coke	948	481	435	234	18.59	2.9773	5.73	2.683	1.0	1	1.0	
tag	708	481	544	418	13.88	2.8506	5.73	2.683	1.0	1	1.0	
mask	1010	480	912	463	19.8	3.0048	5.72	2.6821	1.0	1	1.0	
tap	752	480	653	440	14.75	2.8768	5.72	2.6821	1.0	1	1.0	
bum	787	479	726	459	15.43	2.8965	5.71	2.6812	1.0	1	1.0	
Fred	2169	479	1	1	42.53	3.3365	5.71	2.6812	1.0	1	1.0	
hon	837	478	614	414	16.41	2.9232	5.7	2.6803	1.0	1	1.0	
Scotch	752	478	301	200	14.75	2.8768	5.7	2.6803	1.0	1	1.0	
blessed	704	477	471	382	13.8	2.8482	5.69	2.6794	1.0	1	1.0	
proved	549	476	540	468	10.76	2.7404	5.67	2.6785	1.0	1	1.0	
schools	714	476	687	459	14.0	2.8543	5.67	2.6785	1.0	1	1.0	
hood	785	475	560	379	15.39	2.8954	5.66	2.6776	1.0	1	1.0	
witch	1410	475	1192	434	27.65	3.1495	5.66	2.6776	1.0	1	1.0	
pitch	792	474	744	454	15.53	2.8993	5.65	2.6767	1.0	1	1.0	
twins	770	474	654	423	15.1	2.8871	5.65	2.6767	1.0	1	1.0	
dime	615	473	604	466	12.06	2.7896	5.64	2.6758	1.0	1	1.0	
shared	534	473	525	467	10.47	2.7284	5.64	2.6758	1.0	1	1.0	
whip	671	473	569	420	13.16	2.8274	5.64	2.6758	1.0	1	1.0	
seal	752	472	565	382	14.75	2.8768	5.63	2.6749	1.0	1	1.0	
June	962	471	38	14	18.86	2.9836	5.62	2.6739	1.0	1	1.0	
bump	630	469	577	449	12.35	2.8	5.59	2.6721	1.0	1	1.0	
crawl	614	469	511	441	12.04	2.7889	5.59	2.6721	1.0	1	1.0	
gloves	828	469	776	456	16.24	2.9186	5.59	2.6721	1.0	1	1.0	
dull	616	468	575	452	12.08	2.7903	5.58	2.6712	1.0	1	1.0	
foul	738	468	628	428	14.47	2.8686	5.58	2.6712	1.0	1	1.0	
chicks	742	466	612	416	14.55	2.871	5.56	2.6693	1.0	1	1.0	
cuts	583	466	541	433	11.43	2.7664	5.56	2.6693	1.0	1	1.0	
drill	701	466	658	450	13.75	2.8463	5.56	2.6693	1.0	1	1.0	
chin	647	465	496	385	12.69	2.8116	5.54	2.6684	1.0	1	1.0	
sheet	592	464	579	459	11.61	2.7731	5.53	2.6675	1.0	1	1.0	
twist	643	464	553	418	12.61	2.8089	5.53	2.6675	1.0	1	1.0	
badge	778	463	741	452	15.25	2.8915	5.52	2.6665	1.0	1	1.0	
stroke	667	463	632	448	13.08	2.8248	5.52	2.6665	1.0	1	1.0	
drawer	663	462	654	456	13.0	2.8222	5.51	2.6656	1.0	1	1.0	
sword	1335	462	1245	436	26.18	3.1258	5.51	2.6656	1.0	1	1.0	
drawn	542	461	528	453	10.63	2.7348	5.5	2.6646	1.0	1	1.0	
jam	690	461	592	413	13.53	2.8395	5.5	2.6646	1.0	1	1.0	
shout	839	461	727	425	16.45	2.9243	5.5	2.6646	1.0	1	1.0	
tub	647	461	634	454	12.69	2.8116	5.5	2.6646	1.0	1	1.0	
hid	596	460	594	459	11.69	2.776	5.48	2.6637	1.0	1	1.0	
plates	638	460	610	447	12.51	2.8055	5.48	2.6637	1.0	1	1.0	
torn	553	459	531	442	10.84	2.7435	5.47	2.6628	1.0	1	1.0	
prints	868	458	836	453	17.02	2.939	5.46	2.6618	1.0	1	1.0	
pump	645	458	550	412	12.65	2.8102	5.46	2.6618	1.0	1	1.0	
rear	634	458	590	437	12.43	2.8028	5.46	2.6618	1.0	1	1.0	
troops	983	456	936	444	19.27	2.993	5.44	2.6599	1.0	1	1.0	
sheets	636	455	617	451	12.47	2.8041	5.42	2.659	1.0	1	1.0	
Shore	1013	455	503	344	19.86	3.006	5.42	2.659	1.0	1	1.0	
slight	519	455	479	420	10.18	2.716	5.42	2.659	1.0	1	1.0	
tube	838	455	785	435	16.43	2.9238	5.42	2.659	1.0	1	1.0	
parked	533	454	517	443	10.45	2.7275	5.41	2.658	1.0	1	1.0	
worn	514	454	490	436	10.08	2.7118	5.41	2.658	1.0	1	1.0	
chop	694	453	551	393	13.61	2.842	5.4	2.6571	1.0	1	1.0	
blonde	710	451	620	411	13.92	2.8519	5.38	2.6551	1.0	1	1.0	
Ugh	738	451	26	23	14.47	2.8686	5.38	2.6551	1.0	1	1.0	
fans	711	450	686	442	13.94	2.8525	5.36	2.6542	1.0	1	1.0	
grief	552	450	533	434	10.82	2.7427	5.36	2.6542	1.0	1	1.0	
pit	674	450	602	419	13.22	2.8293	5.36	2.6542	1.0	1	1.0	
marked	547	449	530	438	10.73	2.7388	5.35	2.6532	1.0	1	1.0	
stiff	523	449	500	434	10.25	2.7193	5.35	2.6532	1.0	1	1.0	
theme	710	449	657	418	13.92	2.8519	5.35	2.6532	1.0	1	1.0	
Da	1183	448	525	164	23.2	3.0734	5.34	2.6522	1.0	1	1.0	
Jones	1579	447	12	12	30.96	3.1987	5.33	2.6513	1.0	1	1.0	
laughed	545	447	537	442	10.69	2.7372	5.33	2.6513	1.0	1	1.0	
rice	769	447	583	355	15.08	2.8865	5.33	2.6513	1.0	1	1.0	
sales	648	447	585	407	12.71	2.8122	5.33	2.6513	1.0	1	1.0	
clown	807	446	725	416	15.82	2.9074	5.32	2.6503	1.0	1	1.0	
teams	790	445	760	436	15.49	2.8982	5.31	2.6493	1.0	1	1.0	
tent	892	445	806	425	17.49	2.9509	5.31	2.6493	1.0	1	1.0	
thy	1243	445	947	357	24.37	3.0948	5.31	2.6493	1.0	1	1.0	
freaked	529	444	520	436	10.37	2.7243	5.29	2.6484	1.0	1	1.0	
nerves	559	444	534	428	10.96	2.7482	5.29	2.6484	1.0	1	1.0	
dish	584	443	568	431	11.45	2.7672	5.28	2.6474	1.0	1	1.0	
gum	683	442	616	416	13.39	2.8351	5.27	2.6464	1.0	1	1.0	
suite	849	442	743	409	16.65	2.9294	5.27	2.6464	1.0	1	1.0	
drown	540	439	502	419	10.59	2.7332	5.23	2.6435	1.0	1	1.0	
lame	557	439	525	424	10.92	2.7466	5.23	2.6435	1.0	1	1.0	
drops	525	438	503	426	10.29	2.721	5.22	2.6425	1.0	1	1.0	
pigs	678	438	574	390	13.29	2.8319	5.22	2.6425	1.0	1	1.0	
raw	519	438	466	406	10.18	2.716	5.22	2.6425	1.0	1	1.0	
El	961	437	164	104	18.84	2.9832	5.21	2.6415	1.0	1	1.0	
fights	614	437	595	429	12.04	2.7889	5.21	2.6415	1.0	1	1.0	
toys	674	437	607	412	13.22	2.8293	5.21	2.6415	1.0	1	1.0	
Dave	2199	436	20	10	43.12	3.3424	5.2	2.6405	1.0	1	1.0	
stare	508	436	483	420	9.96	2.7067	5.2	2.6405	1.0	1	1.0	
palm	675	435	344	274	13.24	2.8299	5.19	2.6395	1.0	1	1.0	
tale	612	435	563	413	12.0	2.7875	5.19	2.6395	1.0	1	1.0	
fooled	524	434	500	418	10.27	2.7202	5.17	2.6385	1.0	1	1.0	
lip	548	434	517	418	10.75	2.7396	5.17	2.6385	1.0	1	1.0	
Oops	556	434	31	28	10.9	2.7459	5.17	2.6385	1.0	1	1.0	
goods	628	433	609	422	12.31	2.7987	5.16	2.6375	1.0	1	1.0	
Yup	594	433	24	19	11.65	2.7745	5.16	2.6375	1.0	1	1.0	
ad	694	432	630	391	13.61	2.842	5.15	2.6365	1.0	1	1.0	
creep	573	432	531	410	11.24	2.7589	5.15	2.6365	1.0	1	1.0	
deals	499	432	495	429	9.78	2.699	5.15	2.6365	1.0	1	1.0	
nails	563	432	515	421	11.04	2.7513	5.15	2.6365	1.0	1	1.0	
sits	508	430	487	414	9.96	2.7067	5.13	2.6345	1.0	1	1.0	
gal	725	429	671	411	14.22	2.8609	5.11	2.6335	1.0	1	1.0	
rap	665	429	609	408	13.04	2.8235	5.11	2.6335	1.0	1	1.0	
beans	736	428	634	407	14.43	2.8675	5.1	2.6325	1.0	1	1.0	
booked	531	428	508	414	10.41	2.7259	5.1	2.6325	1.0	1	1.0	
cooked	485	428	466	413	9.51	2.6866	5.1	2.6325	1.0	1	1.0	
screams	862	428	666	361	16.9	2.936	5.1	2.6325	1.0	1	1.0	
cracked	492	427	481	420	9.65	2.6928	5.09	2.6314	1.0	1	1.0	
Il	4139	427	99	69	81.16	3.617	5.09	2.6314	1.0	1	1.0	
lean	529	427	385	336	10.37	2.7243	5.09	2.6314	1.0	1	1.0	
crimes	590	426	541	402	11.57	2.7716	5.08	2.6304	1.0	1	1.0	
forms	580	426	575	424	11.37	2.7642	5.08	2.6304	1.0	1	1.0	
mall	964	426	855	398	18.9	2.9845	5.08	2.6304	1.0	1	1.0	
fields	609	424	475	364	11.94	2.7853	5.05	2.6284	1.0	1	1.0	
kit	900	424	473	354	17.65	2.9547	5.05	2.6284	1.0	1	1.0	
lawn	630	424	604	411	12.35	2.8	5.05	2.6284	1.0	1	1.0	
Ouch	559	424	45	34	10.96	2.7482	5.05	2.6284	1.0	1	1.0	
solved	506	424	501	421	9.92	2.705	5.05	2.6284	1.0	1	1.0	
booze	558	423	515	398	10.94	2.7474	5.04	2.6274	1.0	1	1.0	
sorts	488	423	488	423	9.57	2.6893	5.04	2.6274	1.0	1	1.0	
types	479	423	475	420	9.39	2.6812	5.04	2.6274	1.0	1	1.0	
grounds	533	422	505	406	10.45	2.7275	5.03	2.6263	1.0	1	1.0	
