Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern
fascinating	769	617	601	500	15.08	2.8865	7.36	2.791	4.0	1020
motherfucker	2616	615	2220	558	51.29	3.4178	7.33	2.7896	4.0	1010
mysterious	765	612	722	591	15.0	2.8842	7.3	2.7875	4.0	0100
technically	739	611	442	389	14.49	2.8692	7.28	2.7868	4.0	1000
competition	1066	609	1001	585	20.9	3.0282	7.26	2.7853	4.0	2010
invitation	759	587	745	579	14.88	2.8808	7.0	2.7694	4.0	2010
appropriate	657	577	647	571	12.88	2.8182	6.88	2.7619	4.0	0100
literally	739	565	634	486	14.49	2.8692	6.74	2.7528	4.0	1000
intelligent	689	543	659	528	13.51	2.8388	6.47	2.7356	4.0	0100
incredibly	668	539	632	514	13.1	2.8254	6.43	2.7324	4.0	0100
authorities	652	534	592	493	12.78	2.8149	6.37	2.7284	4.0	0100
temporary	665	533	602	499	13.04	2.8235	6.35	2.7275	4.0	1020
territory	748	522	711	506	14.67	2.8745	6.22	2.7185	4.0	1020
activity	657	519	650	513	12.88	2.8182	6.19	2.716	4.0	0100
magnificent	674	517	534	438	13.22	2.8293	6.16	2.7143	4.0	0100
remarkable	641	515	553	460	12.57	2.8075	6.14	2.7126	4.0	0100
ceremony	807	514	775	511	15.82	2.9074	6.13	2.7118	4.0	1020
unfortunate	604	506	574	486	11.84	2.7818	6.03	2.705	4.0	0100
superior	663	504	544	440	13.0	2.8222	6.01	2.7033	4.0	0100
immediate	571	488	556	479	11.2	2.7574	5.82	2.6893	4.0	0100
entertainment	640	480	536	425	12.55	2.8069	5.72	2.6821	4.0	2010
operator	836	475	436	327	16.39	2.9227	5.66	2.6776	4.0	1020
identity	662	474	642	464	12.98	2.8215	5.65	2.6767	4.0	0100
relationships	609	474	556	447	11.94	2.7853	5.65	2.6767	4.0	0102
technology	762	472	695	443	14.94	2.8825	5.63	2.6749	4.0	0100
facility	723	470	670	447	14.18	2.8597	5.6	2.673	4.0	0100
development	625	463	478	389	12.25	2.7966	5.52	2.6665	4.0	0100
environment	652	461	638	453	12.78	2.8149	5.5	2.6646	4.0	0100
combination	611	460	599	452	11.98	2.7868	5.48	2.6637	4.0	2010
experiment	826	459	788	455	16.2	2.9175	5.47	2.6628	4.0	0100
experienced	510	453	499	443	10.0	2.7084	5.4	2.6571	4.0	0100
helicopter	806	450	745	422	15.8	2.9069	5.36	2.6542	4.0	1020
generation	619	444	598	436	12.14	2.7924	5.29	2.6484	4.0	2010
separated	540	444	523	433	10.59	2.7332	5.29	2.6484	4.0	1020
specifically	524	443	444	381	10.27	2.7202	5.28	2.6474	4.0	0100
celebrating	532	441	507	424	10.43	2.7267	5.26	2.6454	4.0	1020
consequences	539	437	523	429	10.57	2.7324	5.21	2.6415	4.0	1020
adorable	537	436	504	409	10.53	2.7308	5.2	2.6405	4.0	0100
operating	582	436	558	424	11.41	2.7657	5.2	2.6405	4.0	1020
medication	652	435	632	426	12.78	2.8149	5.19	2.6395	4.0	2010
analysis	563	432	524	411	11.04	2.7513	5.15	2.6365	4.0	0100
whatsoever	470	424	461	419	9.22	2.673	5.05	2.6284	4.0	2010
identified	524	423	517	418	10.27	2.7202	5.04	2.6274	4.0	0102
operations	600	419	474	353	11.76	2.7789	5.0	2.6232	4.0	2010
priority	519	419	481	395	10.18	2.716	5.0	2.6232	4.0	0100
physically	471	415	421	375	9.24	2.6739	4.95	2.6191	4.0	1000
celebration	504	412	479	399	9.88	2.7033	4.91	2.616	4.0	2010
cooperate	528	411	504	394	10.35	2.7235	4.9	2.6149	4.0	0102
alternative	476	407	462	398	9.33	2.6785	4.85	2.6107	4.0	0100
executive	541	394	450	339	10.61	2.734	4.7	2.5966	4.0	0100
invisible	630	394	589	376	12.35	2.8	4.7	2.5966	4.0	0100
unexpected	448	391	431	377	8.78	2.6522	4.66	2.5933	4.0	2010
testimony	752	388	742	385	14.75	2.8768	4.63	2.5899	4.0	1020
investigate	483	387	459	372	9.47	2.6848	4.61	2.5888	4.0	0102
vulnerable	437	387	425	382	8.57	2.6415	4.61	2.5888	4.0	1000
apologies	449	386	420	364	8.8	2.6532	4.6	2.5877	4.0	0100
scientific	580	386	549	365	11.37	2.7642	4.6	2.5877	4.0	2010
Fortunately	444	384	100	93	8.71	2.6484	4.58	2.5855	4.0	1000
psychiatrist	615	376	604	373	12.06	2.7896	4.48	2.5763	4.0	0100
associate	458	375	434	364	8.98	2.6618	4.47	2.5752	4.0	0100
independent	477	373	445	353	9.35	2.6794	4.45	2.5729	4.0	2010
dedicated	416	370	394	354	8.16	2.6201	4.41	2.5694	4.0	1000
generally	424	367	355	313	8.31	2.6284	4.38	2.5658	4.0	1000
conspiracy	526	364	485	341	10.31	2.7218	4.34	2.5623	4.0	0100
population	464	364	434	338	9.1	2.6675	4.34	2.5623	4.0	2010
reservation	526	364	506	356	10.31	2.7218	4.34	2.5623	4.0	2010
publicity	534	361	500	349	10.47	2.7284	4.3	2.5587	4.0	0100
application	510	354	503	351	10.0	2.7084	4.22	2.5502	4.0	2010
activities	439	353	431	347	8.61	2.6435	4.21	2.549	4.0	0100
humanity	495	353	467	337	9.71	2.6955	4.21	2.549	4.0	0100
interrupting	391	352	384	345	7.67	2.5933	4.2	2.5478	4.0	2010
traditional	415	346	391	327	8.14	2.6191	4.12	2.5403	4.0	0100
Academy	633	345	284	156	12.41	2.8021	4.11	2.5391	4.0	0100
communicate	434	338	419	334	8.51	2.6385	4.03	2.5302	4.0	0102
discovery	584	337	416	289	11.45	2.7672	4.02	2.5289	4.0	0100
capacity	413	332	406	329	8.1	2.617	3.96	2.5224	4.0	0100
graduated	395	332	364	308	7.75	2.5977	3.96	2.5224	4.0	1020
undercover	598	330	522	312	11.73	2.7774	3.93	2.5198	4.0	2010
retirement	431	326	403	310	8.45	2.6355	3.89	2.5145	4.0	0100
Elizabeth	1160	324	1	1	22.75	3.0648	3.86	2.5119	4.0	0100
philosophy	422	324	393	308	8.27	2.6263	3.86	2.5119	4.0	0100
anonymous	429	323	358	286	8.41	2.6335	3.85	2.5105	4.0	0100
revolution	629	323	473	256	12.33	2.7993	3.85	2.5105	4.0	2010
sexually	442	321	417	304	8.67	2.6464	3.83	2.5079	4.0	1000
observation	380	318	354	301	7.45	2.5809	3.79	2.5038	4.0	2010
spiritual	453	318	432	312	8.88	2.6571	3.79	2.5038	4.0	1000
institution	396	317	390	312	7.76	2.5988	3.78	2.5024	4.0	2010
situations	362	317	351	306	7.1	2.5599	3.78	2.5024	4.0	2010
electrical	440	314	393	291	8.63	2.6444	3.74	2.4983	4.0	0100
perimeter	461	311	425	295	9.04	2.6646	3.71	2.4942	4.0	0100
proposition	402	310	388	299	7.88	2.6053	3.7	2.4928	4.0	2010
congratulate	358	309	326	284	7.02	2.5551	3.68	2.4914	4.0	0102
hysterical	362	304	335	290	7.1	2.5599	3.62	2.4843	4.0	0100
legitimate	384	304	374	297	7.53	2.5855	3.62	2.4843	4.0	0100
satisfaction	355	304	339	297	6.96	2.5514	3.62	2.4843	4.0	2010
emotionally	354	302	323	281	6.94	2.5502	3.6	2.4814	4.0	0100
eternity	407	301	381	287	7.98	2.6107	3.59	2.48	4.0	0100
certificate	458	297	444	288	8.98	2.6618	3.54	2.4742	4.0	0100
violation	385	297	362	289	7.55	2.5866	3.54	2.4742	4.0	0010
inspiration	362	289	348	281	7.1	2.5599	3.45	2.4624	4.0	2010
photographer	465	288	427	272	9.12	2.6684	3.43	2.4609	4.0	0100
insanity	391	287	370	276	7.67	2.5933	3.42	2.4594	4.0	0100
sentimental	359	287	323	269	7.04	2.5563	3.42	2.4594	4.0	2010
integrity	367	286	357	282	7.2	2.5658	3.41	2.4579	4.0	0100
graduation	500	282	440	269	9.8	2.6998	3.36	2.4518	4.0	2010
executed	381	281	372	277	7.47	2.5821	3.35	2.4502	4.0	1020
significant	331	281	324	276	6.49	2.5211	3.35	2.4502	4.0	0100
obligation	344	280	341	278	6.75	2.5378	3.34	2.4487	4.0	2010
execution	497	279	471	262	9.75	2.6972	3.33	2.4472	4.0	2010
European	360	278	4	4	7.06	2.5575	3.31	2.4456	4.0	2010
positively	310	278	248	224	6.08	2.4928	3.31	2.4456	4.0	1000
confidential	342	276	307	254	6.71	2.5353	3.29	2.4425	4.0	2010
additional	300	274	281	258	5.88	2.4786	3.27	2.4393	4.0	0100
automatic	356	274	315	245	6.98	2.5527	3.27	2.4393	4.0	2010
cemetery	443	273	393	242	8.69	2.6474	3.25	2.4378	4.0	1020
celebrity	372	272	321	248	7.29	2.5717	3.24	2.4362	4.0	0100
differences	305	272	300	268	5.98	2.4857	3.24	2.4362	4.0	1000
reliable	301	272	290	262	5.9	2.48	3.24	2.4362	4.0	0100
altogether	327	269	307	255	6.41	2.5159	3.21	2.4314	4.0	2010
demonstration	366	269	362	266	7.18	2.5647	3.21	2.4314	4.0	2010
Arizona	564	268	1	1	11.06	2.752	3.2	2.4298	4.0	2010
desperately	297	267	276	251	5.82	2.4742	3.18	2.4281	4.0	1000
anxiety	345	265	322	260	6.76	2.5391	3.16	2.4249	4.0	0100
reservations	327	265	315	260	6.41	2.5159	3.16	2.4249	4.0	2010
scenario	319	265	305	261	6.25	2.5051	3.16	2.4249	4.0	0100
Evidently	298	264	118	112	5.84	2.4757	3.15	2.4232	4.0	1000
isolated	310	264	290	252	6.08	2.4928	3.15	2.4232	4.0	1020
casualties	373	263	348	253	7.31	2.5729	3.14	2.4216	4.0	1000
generations	305	263	300	259	5.98	2.4857	3.14	2.4216	4.0	2010
honorable	369	263	275	216	7.24	2.5682	3.14	2.4216	4.0	1000
entertaining	288	261	277	251	5.65	2.4609	3.11	2.4183	4.0	2010
corporation	393	260	248	179	7.71	2.5955	3.1	2.4166	4.0	2010
presentation	368	260	357	253	7.22	2.567	3.1	2.4166	4.0	2010
importantly	278	259	278	259	5.45	2.4456	3.09	2.415	4.0	0100
difficulty	285	258	282	256	5.59	2.4564	3.08	2.4133	4.0	1000
eliminate	305	257	267	233	5.98	2.4857	3.06	2.4116	4.0	0102
Memorial	360	257	167	120	7.06	2.5575	3.06	2.4116	4.0	0100
negotiate	342	256	332	252	6.71	2.5353	3.05	2.4099	4.0	0102
conversations	285	254	275	247	5.59	2.4564	3.03	2.4065	4.0	2010
developing	286	254	281	249	5.61	2.4579	3.03	2.4065	4.0	0100
January	341	254	5	3	6.69	2.534	3.03	2.4065	4.0	1020
disappointment	277	253	264	242	5.43	2.444	3.02	2.4048	4.0	2010
variety	294	253	237	215	5.76	2.4698	3.02	2.4048	4.0	0100
misunderstood	283	250	278	246	5.55	2.4533	2.98	2.3997	4.0	2001
remembering	295	250	273	235	5.78	2.4713	2.98	2.3997	4.0	0100
transportation	283	248	244	222	5.55	2.4533	2.96	2.3962	4.0	2010
hilarious	295	247	261	220	5.78	2.4713	2.94	2.3945	4.0	0100
interrupted	267	247	259	241	5.24	2.4281	2.94	2.3945	4.0	2010
alcoholic	316	246	302	238	6.2	2.5011	2.93	2.3927	4.0	2010
literature	326	246	287	222	6.39	2.5145	2.93	2.3927	4.0	1000
acceptable	269	243	256	235	5.27	2.4314	2.9	2.3874	4.0	0100
electronic	350	243	294	216	6.86	2.5453	2.9	2.3874	4.0	0210
motorcycle	455	243	410	231	8.92	2.659	2.9	2.3874	4.0	1020
motherfuckers	615	241	569	229	12.06	2.7896	2.87	2.3838	4.0	1010
recommended	272	241	265	236	5.33	2.4362	2.87	2.3838	4.0	2010
registration	333	241	293	217	6.53	2.5237	2.87	2.3838	4.0	2010
regulations	325	241	300	227	6.37	2.5132	2.87	2.3838	4.0	2010
spectacular	289	241	262	223	5.67	2.4624	2.87	2.3838	4.0	0100
ultimately	288	241	234	199	5.65	2.4609	2.87	2.3838	4.0	1000
supervisor	304	240	266	222	5.96	2.4843	2.86	2.382	4.0	1020
destination	300	239	257	217	5.88	2.4786	2.85	2.3802	4.0	2010
Nevertheless	301	236	107	75	5.9	2.48	2.81	2.3747	4.0	2001
advertising	379	235	347	219	7.43	2.5798	2.8	2.3729	4.0	1020
respectable	288	235	270	226	5.65	2.4609	2.8	2.3729	4.0	0100
supposedly	262	235	185	172	5.14	2.42	2.8	2.3729	4.0	0100
reconsider	256	234	251	230	5.02	2.4099	2.79	2.3711	4.0	2010
educated	282	232	261	220	5.53	2.4518	2.77	2.3674	4.0	1020
definition	296	230	291	228	5.8	2.4728	2.74	2.3636	4.0	2010
championship	500	229	404	197	9.8	2.6998	2.73	2.3617	4.0	1002
identical	282	228	250	207	5.53	2.4518	2.72	2.3598	4.0	0100
Ambassador	689	226	306	157	13.51	2.8388	2.69	2.356	4.0	0100
psychology	279	224	236	192	5.47	2.4472	2.67	2.3522	4.0	0100
irrelevant	262	223	242	210	5.14	2.42	2.66	2.3502	4.0	0100
embarrassment	247	222	244	219	4.84	2.3945	2.65	2.3483	4.0	0100
overwhelming	251	222	244	217	4.92	2.4014	2.65	2.3483	4.0	2010
delivering	243	221	230	214	4.76	2.3874	2.63	2.3464	4.0	0100
interior	267	220	257	212	5.24	2.4281	2.62	2.3444	4.0	0100
confirmation	280	219	267	214	5.49	2.4487	2.61	2.3424	4.0	2010
concentration	282	217	249	207	5.53	2.4518	2.59	2.3385	4.0	2010
economy	296	217	283	212	5.8	2.4728	2.59	2.3385	4.0	0100
permanently	245	217	213	193	4.8	2.3909	2.59	2.3385	4.0	1000
democracy	337	216	308	204	6.61	2.5289	2.58	2.3365	4.0	0100
engineering	333	216	241	183	6.53	2.5237	2.58	2.3365	4.0	1010
expectations	268	215	243	208	5.25	2.4298	2.56	2.3345	4.0	2010
imagining	247	214	231	200	4.84	2.3945	2.55	2.3324	4.0	0100
underwater	323	214	295	203	6.33	2.5105	2.55	2.3324	4.0	1020
accompany	242	213	233	209	4.75	2.3856	2.54	2.3304	4.0	0100
jurisdiction	271	213	262	211	5.31	2.4346	2.54	2.3304	4.0	2010
abilities	312	209	306	208	6.12	2.4955	2.49	2.3222	4.0	0100
majority	261	208	239	196	5.12	2.4183	2.48	2.3201	4.0	0100
professionals	231	208	209	195	4.53	2.3655	2.48	2.3201	4.0	0100
violated	233	208	231	206	4.57	2.3692	2.48	2.3201	4.0	1000
prosecution	401	207	365	195	7.86	2.6042	2.47	2.3181	4.0	2010
elementary	242	206	159	148	4.75	2.3856	2.46	2.316	4.0	2010
associates	250	205	217	185	4.9	2.3997	2.44	2.3139	4.0	0100
coordinates	348	205	323	196	6.82	2.5428	2.44	2.3139	4.0	0100
interference	237	205	225	197	4.65	2.3766	2.44	2.3139	4.0	2010
radiation	419	205	364	190	8.22	2.6232	2.44	2.3139	4.0	2010
Connecticut	323	201	2	2	6.33	2.5105	2.4	2.3054	4.0	0100
realistic	235	201	230	197	4.61	2.3729	2.4	2.3054	4.0	2010
Constitution	282	200	93	73	5.53	2.4518	2.38	2.3032	4.0	2010
representing	233	200	226	193	4.57	2.3692	2.38	2.3032	4.0	2010
facilities	232	199	228	196	4.55	2.3674	2.37	2.301	4.0	0100
recognition	233	199	227	197	4.57	2.3692	2.37	2.301	4.0	2010
inconvenience	226	198	224	197	4.43	2.356	2.36	2.2989	4.0	2010
participate	224	197	222	197	4.39	2.3522	2.35	2.2967	4.0	0102
politicians	277	197	242	174	5.43	2.444	2.35	2.2967	4.0	2010
experiments	335	196	326	192	6.57	2.5263	2.34	2.2945	4.0	0100
February	280	196	7	7	5.49	2.4487	2.34	2.2945	4.0	1020
laboratory	331	196	314	187	6.49	2.5211	2.34	2.2945	4.0	1020
terrifying	217	196	197	180	4.25	2.3385	2.34	2.2945	4.0	1020
devastated	215	195	210	191	4.22	2.3345	2.32	2.2923	4.0	1020
disappearing	215	195	196	180	4.22	2.3345	2.32	2.2923	4.0	2010
mechanical	250	195	224	183	4.9	2.3997	2.32	2.2923	4.0	0100
continuing	204	194	182	173	4.0	2.3118	2.31	2.29	4.0	0100
contribution	223	194	221	192	4.37	2.3502	2.31	2.29	4.0	2010
ammunition	300	193	283	187	5.88	2.4786	2.3	2.2878	4.0	2010
automobile	291	193	281	189	5.71	2.4654	2.3	2.2878	4.0	1002
inventory	238	193	220	184	4.67	2.3784	2.3	2.2878	4.0	2010
virtually	209	193	194	179	4.1	2.3222	2.3	2.2878	4.0	1000
biology	250	192	203	162	4.9	2.3997	2.29	2.2856	4.0	0100
economic	253	192	236	182	4.96	2.4048	2.29	2.2856	4.0	2010
Hallelujah	476	192	84	51	9.33	2.6785	2.29	2.2856	4.0	2010
humiliate	213	192	197	181	4.18	2.3304	2.29	2.2856	4.0	0102
paramedics	255	192	185	149	5.0	2.4082	2.29	2.2856	4.0	2010
universal	299	191	167	133	5.86	2.4771	2.28	2.2833	4.0	2010
historical	269	189	237	176	5.27	2.4314	2.25	2.2788	4.0	0100
inherited	215	189	207	181	4.22	2.3345	2.25	2.2788	4.0	0100
introduction	218	189	202	177	4.27	2.3404	2.25	2.2788	4.0	2010
occasional	199	188	191	182	3.9	2.301	2.24	2.2765	4.0	0100
psychiatric	242	188	201	160	4.75	2.3856	2.24	2.2765	4.0	2010
monitoring	230	187	227	184	4.51	2.3636	2.23	2.2742	4.0	1000
evacuate	286	186	234	158	5.61	2.4579	2.22	2.2718	4.0	0102
introducing	203	186	158	147	3.98	2.3096	2.22	2.2718	4.0	2010
phenomenon	234	186	234	186	4.59	2.3711	2.22	2.2718	4.0	0102
artificial	246	185	217	169	4.82	2.3927	2.21	2.2695	4.0	2010
represented	213	185	213	185	4.18	2.3304	2.21	2.2695	4.0	2010
Commissioner	624	184	222	102	12.24	2.7959	2.19	2.2672	4.0	0100
separation	248	184	219	175	4.86	2.3962	2.19	2.2672	4.0	2010
successfully	194	184	185	175	3.8	2.29	2.19	2.2672	4.0	0100
supermarket	255	184	243	177	5.0	2.4082	2.19	2.2672	4.0	1020
Affirmative	241	183	95	72	4.73	2.3838	2.18	2.2648	4.0	0100
preparation	206	183	180	164	4.04	2.316	2.18	2.2648	4.0	2010
academic	238	181	215	172	4.67	2.3784	2.16	2.2601	4.0	2010
materials	214	181	205	176	4.2	2.3324	2.16	2.2601	4.0	0100
complications	207	180	195	171	4.06	2.3181	2.15	2.2577	4.0	2010
establishment	210	179	205	175	4.12	2.3243	2.13	2.2553	4.0	0100
evolution	272	178	246	163	5.33	2.4362	2.12	2.2529	4.0	2010
comparison	187	177	184	174	3.67	2.2742	2.11	2.2504	4.0	0100
references	209	177	203	173	4.1	2.3222	2.11	2.2504	4.0	1000
category	207	175	204	172	4.06	2.3181	2.09	2.2455	4.0	1020
indicated	203	175	201	174	3.98	2.3096	2.09	2.2455	4.0	1020
Colorado	322	174	0	0	6.31	2.5092	2.07	2.243	4.0	2010
sensational	205	174	177	153	4.02	2.3139	2.07	2.243	4.0	0100
industrial	233	173	211	157	4.57	2.3692	2.06	2.2405	4.0	0100
Mississippi	339	173	14	1	6.65	2.5315	2.06	2.2405	4.0	2010
competitive	214	172	211	171	4.2	2.3324	2.05	2.238	4.0	0100
Victoria	375	172	23	4	7.35	2.5752	2.05	2.238	4.0	0100
occupation	210	170	170	140	4.12	2.3243	2.03	2.233	4.0	2010
idiotic	198	169	193	165	3.88	2.2989	2.01	2.2304	4.0	2010
artillery	280	167	253	154	5.49	2.4487	1.99	2.2253	4.0	0100
consolation	186	167	184	166	3.65	2.2718	1.99	2.2253	4.0	2010
indication	181	167	180	166	3.55	2.2601	1.99	2.2253	4.0	2010
Pennsylvania	239	166	3	2	4.69	2.3802	1.98	2.2227	4.0	2010
sacrifices	196	166	185	164	3.84	2.2945	1.98	2.2227	4.0	1020
sympathetic	194	166	189	162	3.8	2.29	1.98	2.2227	4.0	2010
disappearance	220	165	217	164	4.31	2.3444	1.97	2.2201	4.0	2010
Alexander	485	163	0	0	9.51	2.6866	1.94	2.2148	4.0	2010
insensitive	191	163	186	160	3.75	2.2833	1.94	2.2148	4.0	0100
spontaneous	213	163	193	150	4.18	2.3304	1.94	2.2148	4.0	0100
videotape	264	163	255	160	5.18	2.4232	1.94	2.2148	4.0	1001
activated	220	162	212	158	4.31	2.3444	1.93	2.2122	4.0	1020
conservative	192	162	168	143	3.76	2.2856	1.93	2.2122	4.0	0100
generator	290	162	276	155	5.69	2.4639	1.93	2.2122	4.0	1020
legendary	205	162	190	155	4.02	2.3139	1.93	2.2122	4.0	1020
presidential	285	162	219	132	5.59	2.4564	1.93	2.2122	4.0	2010
prosecutor	366	162	300	152	7.18	2.5647	1.93	2.2122	4.0	1020
secondary	209	162	188	150	4.1	2.3222	1.93	2.2122	4.0	1020
regularly	172	161	167	156	3.37	2.238	1.92	2.2095	4.0	1000
fascinated	178	160	176	159	3.49	2.2529	1.91	2.2068	4.0	1020
diagnosis	219	159	203	145	4.29	2.3424	1.9	2.2041	4.0	2010
disappointing	175	159	161	146	3.43	2.2455	1.9	2.2041	4.0	2010
kindergarten	195	159	184	149	3.82	2.2923	1.9	2.2041	4.0	1020
machinery	187	159	172	153	3.67	2.2742	1.9	2.2041	4.0	0100
notorious	189	159	169	146	3.71	2.2788	1.9	2.2041	4.0	0100
Carolina	316	157	1	1	6.2	2.5011	1.87	2.1987	4.0	2010
manipulate	177	157	170	152	3.47	2.2504	1.87	2.1987	4.0	0102
significance	178	157	177	156	3.49	2.2529	1.87	2.1987	4.0	0100
unreasonable	194	157	189	156	3.8	2.29	1.87	2.1987	4.0	0100
circulation	185	155	173	149	3.63	2.2695	1.85	2.1931	4.0	1020
conditioning	196	155	191	154	3.84	2.2945	1.85	2.1931	4.0	0100
difficulties	175	155	173	154	3.43	2.2455	1.85	2.1931	4.0	1000
incompetent	194	155	186	149	3.8	2.29	1.85	2.1931	4.0	0100
optimistic	173	155	169	152	3.39	2.2405	1.85	2.1931	4.0	2010
virginity	199	155	189	151	3.9	2.301	1.85	2.1931	4.0	0100
considerate	175	154	171	152	3.43	2.2455	1.84	2.1903	4.0	0100
independence	204	154	167	126	4.0	2.3118	1.84	2.1903	4.0	2010
morality	189	154	177	148	3.71	2.2788	1.84	2.1903	4.0	0100
babysitter	236	153	225	149	4.63	2.3747	1.82	2.1875	4.0	1020
Canadian	254	153	7	7	4.98	2.4065	1.82	2.1875	4.0	0100
Columbia	249	153	4	4	4.88	2.3979	1.82	2.1875	4.0	0100
dedication	173	153	168	150	3.39	2.2405	1.82	2.1875	4.0	2010
