Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count	stress_pattern
irresponsible	237	201	226	194	4.65	2.3766	2.4	2.3054	5.0	00100
automatically	213	196	211	194	4.18	2.3304	2.34	2.2945	5.0	20100
individuals	224	196	219	193	4.39	2.3522	2.34	2.2945	5.0	20100
experiencing	221	189	216	187	4.33	2.3464	2.25	2.2788	5.0	01000
intellectual	234	188	222	182	4.59	2.3711	2.24	2.2765	5.0	20100
investigator	311	188	305	185	6.1	2.4942	2.24	2.2765	5.0	01020
understandable	201	187	177	169	3.94	2.3054	2.23	2.2742	5.0	20100
assassination	281	176	269	170	5.51	2.4502	2.1	2.248	5.0	02010
associated	200	176	176	162	3.92	2.3032	2.1	2.248	5.0	01020
overreacting	189	167	183	166	3.71	2.2788	1.99	2.2253	5.0	10020
experimental	199	165	179	154	3.9	2.301	1.97	2.2201	5.0	02010
Incidentally	193	165	91	84	3.78	2.2878	1.97	2.2201	5.0	20100
imaginary	222	162	217	159	4.35	2.3483	1.93	2.2122	5.0	01020
unpredictable	175	159	171	155	3.43	2.2455	1.9	2.2041	5.0	20100
vegetarian	202	156	192	152	3.96	2.3075	1.86	2.1959	5.0	20100
evaluation	225	152	216	146	4.41	2.3541	1.81	2.1847	5.0	02010
generosity	171	152	162	148	3.35	2.2355	1.81	2.1847	5.0	20100
unidentified	187	147	153	122	3.67	2.2742	1.75	2.1703	5.0	20102
authorization	184	144	166	134	3.61	2.2672	1.72	2.1614	5.0	20010
operational	195	143	193	143	3.82	2.2923	1.7	2.1584	5.0	20100
supernatural	225	142	215	139	4.41	2.3541	1.69	2.1553	5.0	20100
educational	167	141	150	132	3.27	2.2253	1.68	2.1523	5.0	20100
negotiating	155	141	146	133	3.04	2.1931	1.68	2.1523	5.0	01020
antibiotics	187	140	171	131	3.67	2.2742	1.67	2.1492	5.0	20010
credibility	163	139	162	139	3.2	2.2148	1.66	2.1461	5.0	20100
eliminated	166	139	164	138	3.25	2.2227	1.66	2.1461	5.0	01020
investigated	161	139	161	139	3.16	2.2095	1.66	2.1461	5.0	01020
homosexual	241	137	219	130	4.73	2.3838	1.63	2.1399	5.0	20100
liability	158	137	150	129	3.1	2.2014	1.63	2.1399	5.0	20100
anticipated	134	133	134	133	2.63	2.1303	1.59	2.1271	5.0	01020
documentary	298	133	287	132	5.84	2.4757	1.59	2.1271	5.0	20100
enthusiastic	142	129	134	122	2.78	2.1553	1.54	2.1139	5.0	02010
determination	142	128	134	121	2.78	2.1553	1.53	2.1106	5.0	02010
sensitivity	148	127	135	118	2.9	2.1732	1.51	2.1072	5.0	20100
irresistible	165	126	159	124	3.24	2.2201	1.5	2.1038	5.0	20100
apologizing	139	125	136	122	2.73	2.1461	1.49	2.1004	5.0	01020
politically	150	124	138	117	2.94	2.179	1.48	2.0969	5.0	01000
negotiations	174	123	154	115	3.41	2.243	1.47	2.0934	5.0	02010
popularity	149	123	140	115	2.92	2.1761	1.47	2.0934	5.0	20100
intimidated	137	121	136	121	2.69	2.1399	1.44	2.0864	5.0	01020
penitentiary	144	121	101	85	2.82	2.1614	1.44	2.0864	5.0	20100
insignificant	134	117	128	112	2.63	2.1303	1.39	2.0719	5.0	20100
anticipation	127	116	124	113	2.49	2.1072	1.38	2.0682	5.0	02010
investigators	137	116	115	104	2.69	2.1399	1.38	2.0682	5.0	01020
communicating	121	115	112	107	2.37	2.0864	1.37	2.0645	5.0	01020
environmental	167	115	138	95	3.27	2.2253	1.37	2.0645	5.0	02010
professionally	123	115	107	102	2.41	2.0934	1.37	2.0645	5.0	01000
Louisiana	226	114	0	0	4.43	2.356	1.36	2.0607	5.0	02010
personalities	151	112	146	108	2.96	2.1818	1.34	2.0531	5.0	20100
sexuality	158	112	152	110	3.1	2.2014	1.34	2.0531	5.0	20100
interpretation	130	111	127	108	2.55	2.1173	1.32	2.0492	5.0	02010
radioactive	163	111	150	104	3.2	2.2148	1.32	2.0492	5.0	20010
representation	127	110	123	106	2.49	2.1072	1.31	2.0453	5.0	20010
respiratory	142	109	96	72	2.78	2.1553	1.3	2.0414	5.0	10020
unbelievably	112	109	101	98	2.2	2.0531	1.3	2.0414	5.0	20100
indefinitely	119	107	104	95	2.33	2.0792	1.28	2.0334	5.0	01000
qualifications	129	106	124	103	2.53	2.1139	1.26	2.0294	5.0	20010
vocabulary	119	106	115	102	2.33	2.0792	1.26	2.0294	5.0	01020
intentionally	108	105	106	103	2.12	2.0374	1.25	2.0253	5.0	01000
Ordinarily	108	103	53	51	2.12	2.0374	1.23	2.017	5.0	20100
superintendent	219	102	114	74	4.29	2.3424	1.22	2.0128	5.0	20010
exaggerating	109	100	105	97	2.14	2.0414	1.19	2.0043	5.0	01020
investigations	106	100	100	94	2.08	2.0294	1.19	2.0043	5.0	02010
orientation	124	100	113	93	2.43	2.0969	1.19	2.0043	5.0	20010
experimenting	110	99	107	97	2.16	2.0453	1.18	2.0	5.0	01020
contaminated	130	98	128	97	2.55	2.1173	1.17	1.9956	5.0	01020
cooperating	109	98	105	96	2.14	2.0414	1.17	1.9956	5.0	01020
negotiation	117	97	111	91	2.29	2.0719	1.16	1.9912	5.0	02010
cooperative	104	96	100	94	2.04	2.0212	1.14	1.9868	5.0	01020
representatives	109	96	91	84	2.14	2.0414	1.14	1.9868	5.0	20100
characteristics	102	95	102	95	2.0	2.0128	1.13	1.9823	5.0	20010
evacuation	169	94	143	90	3.31	2.2304	1.12	1.9777	5.0	02010
initiated	108	94	106	93	2.12	2.0374	1.12	1.9777	5.0	01020
participation	101	94	99	92	1.98	2.0086	1.12	1.9777	5.0	02010
unavailable	105	94	102	92	2.06	2.0253	1.12	1.9777	5.0	20100
capabilities	101	93	101	93	1.98	2.0086	1.11	1.9731	5.0	20100
hallucinations	119	93	112	88	2.33	2.0792	1.11	1.9731	5.0	02010
hypothetical	125	92	117	89	2.45	2.1004	1.1	1.9685	5.0	20100
probability	114	92	114	92	2.24	2.0607	1.1	1.9685	5.0	20100
assassinated	126	91	119	88	2.47	2.1038	1.08	1.9638	5.0	01020
identifying	96	91	91	86	1.88	1.9868	1.08	1.9638	5.0	01020
unusually	95	91	86	82	1.86	1.9823	1.08	1.9638	5.0	01000
manipulated	93	87	92	86	1.82	1.9731	1.04	1.9445	5.0	01020
voluntarily	100	86	95	82	1.96	2.0043	1.03	1.9395	5.0	20100
editorial	111	84	102	77	2.18	2.0492	1.0	1.9294	5.0	20100
hallucinating	98	84	95	83	1.92	1.9956	1.0	1.9294	5.0	01000
unforgivable	100	84	94	80	1.96	2.0043	1.0	1.9294	5.0	20100
contemporary	99	83	86	73	1.94	2.0	0.99	1.9243	5.0	01020
discrimination	111	83	104	78	2.18	2.0492	0.99	1.9243	5.0	02010
immortality	102	83	92	77	2.0	2.0128	0.99	1.9243	5.0	20100
mysteriously	87	83	86	82	1.71	1.9445	0.99	1.9243	5.0	21000
manufacturer	91	82	91	82	1.78	1.9638	0.98	1.9191	5.0	20100
accommodations	85	81	83	79	1.67	1.9345	0.97	1.9138	5.0	02010
considerably	83	80	82	79	1.63	1.9243	0.95	1.9085	5.0	01000
constitutional	112	80	91	74	2.2	2.0531	0.95	1.9085	5.0	20100
creativity	96	80	91	78	1.88	1.9868	0.95	1.9085	5.0	20100
disability	101	79	98	78	1.98	2.0086	0.94	1.9031	5.0	20100
unexpectedly	90	78	84	74	1.76	1.959	0.93	1.8976	5.0	20100
complimentary	96	77	89	73	1.88	1.9868	0.92	1.8921	5.0	20100
hypothetically	108	76	75	54	2.12	2.0374	0.91	1.8865	5.0	20100
inability	81	76	80	75	1.59	1.9138	0.91	1.8865	5.0	20100
momentarily	81	76	78	73	1.59	1.9138	0.91	1.8865	5.0	20100
organisation	119	74	115	72	2.33	2.0792	0.88	1.8751	5.0	20010
territorial	85	74	71	62	1.67	1.9345	0.88	1.8751	5.0	20100
theoretical	95	74	84	71	1.86	1.9823	0.88	1.8751	5.0	20100
unprecedented	80	74	77	71	1.57	1.9085	0.88	1.8751	5.0	01020
unreliable	85	74	81	70	1.67	1.9345	0.88	1.8751	5.0	20100
evacuated	107	73	103	71	2.1	2.0334	0.87	1.8692	5.0	01020
manipulative	83	73	81	72	1.63	1.9243	0.87	1.8692	5.0	01020
overreacted	84	73	84	73	1.65	1.9294	0.87	1.8692	5.0	10020
manufacturing	86	72	69	62	1.69	1.9395	0.86	1.8633	5.0	20100
administrative	82	71	69	60	1.61	1.9191	0.85	1.8573	5.0	01020
investigative	82	71	81	70	1.61	1.9191	0.85	1.8573	5.0	01020
patriotism	84	71	73	64	1.65	1.9294	0.85	1.8573	5.0	10020
psychologically	76	71	68	65	1.49	1.8865	0.85	1.8573	5.0	20100
philosophical	81	70	79	69	1.59	1.9138	0.83	1.8513	5.0	20100
administrator	84	68	77	64	1.65	1.9294	0.81	1.8388	5.0	01020
auditorium	80	68	76	64	1.57	1.9085	0.81	1.8388	5.0	20100
occupational	76	68	46	40	1.49	1.8865	0.81	1.8388	5.0	00100
recommendations	79	68	74	64	1.55	1.9031	0.81	1.8388	5.0	20010
unprofessional	77	68	73	67	1.51	1.8921	0.81	1.8388	5.0	20100
mathematical	81	67	78	64	1.59	1.9138	0.8	1.8325	5.0	20100
hallucination	91	66	88	65	1.78	1.9638	0.79	1.8261	5.0	02010
itinerary	85	66	85	66	1.67	1.9345	0.79	1.8261	5.0	01020
manipulating	73	66	69	63	1.43	1.8692	0.79	1.8261	5.0	01020
participated	71	66	71	66	1.39	1.8573	0.79	1.8261	5.0	01020
Radiology	103	65	10	9	2.02	2.017	0.77	1.8195	5.0	20100
disciplinary	82	64	73	60	1.61	1.9191	0.76	1.8129	5.0	10020
documentation	69	64	66	62	1.35	1.8451	0.76	1.8129	5.0	20010
organizations	71	64	68	61	1.39	1.8573	0.76	1.8129	5.0	20010
originated	68	64	67	63	1.33	1.8388	0.76	1.8129	5.0	01020
coordinator	81	63	74	58	1.59	1.9138	0.75	1.8062	5.0	01020
exceptionally	77	63	72	62	1.51	1.8921	0.75	1.8062	5.0	01000
inevitably	65	63	59	58	1.27	1.8195	0.75	1.8062	5.0	01000
intimidating	70	63	63	57	1.37	1.8513	0.75	1.8062	5.0	01020
manipulation	69	63	68	62	1.35	1.8451	0.75	1.8062	5.0	02010
Metropolitan	76	63	32	30	1.49	1.8865	0.75	1.8062	5.0	20100
statistically	70	63	40	37	1.37	1.8513	0.75	1.8062	5.0	01000
imaginative	70	62	70	62	1.37	1.8513	0.74	1.7993	5.0	01000
impersonating	74	62	66	57	1.45	1.8751	0.74	1.7993	5.0	01020
illegitimate	68	61	65	59	1.33	1.8388	0.73	1.7924	5.0	20100
indestructible	74	61	71	58	1.45	1.8751	0.73	1.7924	5.0	20100
interrogating	62	61	60	59	1.22	1.7993	0.73	1.7924	5.0	01020
intolerable	69	61	60	55	1.35	1.8451	0.73	1.7924	5.0	01000
participating	72	61	68	59	1.41	1.8633	0.73	1.7924	5.0	01020
pathological	75	61	70	56	1.47	1.8808	0.73	1.7924	5.0	20100
ceremonial	70	60	62	56	1.37	1.8513	0.72	1.7853	5.0	20100
exaggerated	64	60	61	57	1.25	1.8129	0.72	1.7853	5.0	01020
initiation	68	60	63	55	1.33	1.8388	0.72	1.7853	5.0	02010
pharmaceutical	104	60	82	52	2.04	2.0212	0.72	1.7853	5.0	20100
excruciating	67	59	65	58	1.31	1.8325	0.7	1.7782	5.0	01020
Michelangelo	78	59	0	0	1.53	1.8976	0.7	1.7782	5.0	20102
negotiated	67	59	67	59	1.31	1.8325	0.7	1.7782	5.0	01020
pediatrician	72	59	69	56	1.41	1.8633	0.7	1.7782	5.0	20010
universities	71	59	66	55	1.39	1.8573	0.7	1.7782	5.0	20100
coordination	60	58	59	57	1.18	1.7853	0.69	1.7709	5.0	02010
disoriented	62	58	62	58	1.22	1.7993	0.69	1.7709	5.0	01020
exterminator	102	58	90	55	2.0	2.0128	0.69	1.7709	5.0	01020
hypocritical	64	58	63	57	1.25	1.8129	0.69	1.7709	5.0	20100
unavoidable	61	58	55	54	1.2	1.7924	0.69	1.7709	5.0	20100
characteristic	60	57	56	55	1.18	1.7853	0.68	1.7634	5.0	20010
incriminating	63	57	60	55	1.24	1.8062	0.68	1.7634	5.0	01020
capability	70	55	69	55	1.37	1.8513	0.66	1.7482	5.0	20100
continually	55	55	53	53	1.08	1.7482	0.66	1.7482	5.0	01000
hereditary	60	55	53	51	1.18	1.7853	0.66	1.7482	5.0	01020
homosexuals	80	55	74	51	1.57	1.9085	0.66	1.7482	5.0	20100
coordinated	55	54	53	52	1.08	1.7482	0.64	1.7404	5.0	01000
coordinating	57	54	53	50	1.12	1.7634	0.64	1.7404	5.0	01020
exhilarating	57	54	55	53	1.12	1.7634	0.64	1.7404	5.0	01020
inspirational	62	54	56	51	1.22	1.7993	0.64	1.7404	5.0	20100
technicality	61	54	57	52	1.2	1.7924	0.64	1.7404	5.0	20100
uncontrollable	56	54	54	53	1.1	1.7559	0.64	1.7404	5.0	20100
veterinarian	64	54	59	51	1.25	1.8129	0.64	1.7404	5.0	20100
Cosmopolitan	59	53	21	21	1.16	1.7782	0.63	1.7324	5.0	20100
electrocuted	66	53	64	52	1.29	1.8261	0.63	1.7324	5.0	01020
executioner	69	53	60	49	1.35	1.8451	0.63	1.7324	5.0	20100
gynecologist	72	53	67	50	1.41	1.8633	0.63	1.7324	5.0	20100
historically	56	53	44	42	1.1	1.7559	0.63	1.7324	5.0	01000
inexperienced	58	53	56	51	1.14	1.7709	0.63	1.7324	5.0	00100
schizophrenia	69	53	62	48	1.35	1.8451	0.63	1.7324	5.0	20100
inadvertently	54	52	53	52	1.06	1.7404	0.62	1.7243	5.0	20100
anticipating	53	51	48	46	1.04	1.7324	0.61	1.716	5.0	01020
architectural	65	51	52	41	1.27	1.8195	0.61	1.716	5.0	20100
melodramatic	62	51	58	49	1.22	1.7993	0.61	1.716	5.0	20010
romantically	54	51	52	49	1.06	1.7404	0.61	1.716	5.0	01000
visibility	61	51	44	41	1.2	1.7924	0.61	1.716	5.0	20100
anthropology	67	50	59	44	1.31	1.8325	0.6	1.7076	5.0	20100
appropriately	55	50	50	47	1.08	1.7482	0.6	1.7076	5.0	01000
Incorporated	75	50	34	32	1.47	1.8808	0.6	1.7076	5.0	01020
insecurity	55	50	51	48	1.08	1.7482	0.6	1.7076	5.0	20100
intoxicated	52	50	48	46	1.02	1.7243	0.6	1.7076	5.0	01020
neurological	57	50	53	47	1.12	1.7634	0.6	1.7076	5.0	20100
premeditated	56	50	52	46	1.1	1.7559	0.6	1.7076	5.0	01020
reincarnation	66	50	58	45	1.29	1.8261	0.6	1.7076	5.0	00010
similarities	57	50	52	49	1.12	1.7634	0.6	1.7076	5.0	20100
authenticity	59	49	56	46	1.16	1.7782	0.58	1.699	5.0	20100
diabolical	55	49	51	46	1.08	1.7482	0.58	1.699	5.0	20100
infidelity	67	49	61	46	1.31	1.8325	0.58	1.699	5.0	20100
inseparable	51	49	51	49	1.0	1.716	0.58	1.699	5.0	01000
interrogated	53	49	52	49	1.04	1.7324	0.58	1.699	5.0	01020
aphrodisiac	82	48	81	48	1.61	1.9191	0.57	1.6902	5.0	20100
confidentially	55	48	31	28	1.08	1.7482	0.57	1.6902	5.0	20100
evacuating	60	48	57	46	1.18	1.7853	0.57	1.6902	5.0	01020
manifestation	53	48	53	48	1.04	1.7324	0.57	1.6902	5.0	20010
Minneapolis	76	48	1	1	1.49	1.8865	0.57	1.6902	5.0	20100
abomination	58	47	53	46	1.14	1.7709	0.56	1.6812	5.0	02010
accelerator	69	47	66	45	1.35	1.8451	0.56	1.6812	5.0	01020
flexibility	50	47	48	46	0.98	1.7076	0.56	1.6812	5.0	20100
intoxicating	49	47	48	46	0.96	1.699	0.56	1.6812	5.0	01020
involuntary	52	47	44	40	1.02	1.7243	0.56	1.6812	5.0	01020
metabolism	55	47	55	47	1.08	1.7482	0.56	1.6812	5.0	01020
pharmaceuticals	62	47	33	28	1.22	1.7993	0.56	1.6812	5.0	20100
recreational	53	47	49	44	1.04	1.7324	0.56	1.6812	5.0	20100
spiritually	55	47	49	42	1.08	1.7482	0.56	1.6812	5.0	10000
traditionally	47	47	35	35	0.92	1.6812	0.56	1.6812	5.0	01000
elimination	66	46	63	44	1.29	1.8261	0.55	1.6721	5.0	02010
imaginable	48	46	48	46	0.94	1.6902	0.55	1.6721	5.0	01000
accommodation	48	45	44	42	0.94	1.6902	0.54	1.6628	5.0	02010
accompanying	47	45	43	41	0.92	1.6812	0.54	1.6628	5.0	01000
collaboration	58	45	57	45	1.14	1.7709	0.54	1.6628	5.0	02010
continuously	50	45	47	42	0.98	1.7076	0.54	1.6628	5.0	01000
eliminating	46	45	41	40	0.9	1.6721	0.54	1.6628	5.0	01020
impenetrable	52	45	51	44	1.02	1.7243	0.54	1.6628	5.0	01000
incarcerated	51	45	49	43	1.0	1.716	0.54	1.6628	5.0	01020
Christianity	56	44	1	1	1.1	1.7559	0.52	1.6532	5.0	20100
independently	48	44	45	42	0.94	1.6902	0.52	1.6532	5.0	20100
insufferable	49	44	46	42	0.96	1.699	0.52	1.6532	5.0	01000
negotiator	67	44	61	44	1.31	1.8325	0.52	1.6532	5.0	01020
obituary	68	44	67	44	1.33	1.8388	0.52	1.6532	5.0	01020
unconditional	47	44	37	34	0.92	1.6812	0.52	1.6532	5.0	20100
agricultural	48	43	41	38	0.94	1.6902	0.51	1.6435	5.0	20100
capitalism	51	43	36	30	1.0	1.716	0.51	1.6435	5.0	10020
communicated	48	43	48	43	0.94	1.6902	0.51	1.6435	5.0	01020
disagreeable	49	43	49	43	0.96	1.699	0.51	1.6435	5.0	20100
exaggeration	47	43	44	41	0.92	1.6812	0.51	1.6435	5.0	02010
ingenuity	47	43	46	42	0.92	1.6812	0.51	1.6435	5.0	00100
Initiating	52	43	21	20	1.02	1.7243	0.51	1.6435	5.0	01020
instability	52	43	50	41	1.02	1.7243	0.51	1.6435	5.0	20100
miraculously	44	43	39	38	0.86	1.6532	0.51	1.6435	5.0	01000
sophistication	49	43	48	43	0.96	1.699	0.51	1.6435	5.0	02010
toxicology	53	43	40	35	1.04	1.7324	0.51	1.6435	5.0	20100
unforgettable	48	43	41	38	0.94	1.6902	0.51	1.6435	5.0	20100
unmistakable	45	43	37	36	0.88	1.6628	0.51	1.6435	5.0	20100
accelerated	49	42	43	38	0.96	1.699	0.5	1.6335	5.0	01020
anonymity	46	42	38	34	0.9	1.6721	0.5	1.6335	5.0	20100
anthropologist	53	42	52	42	1.04	1.7324	0.5	1.6335	5.0	20100
gravitational	57	42	55	41	1.12	1.7634	0.5	1.6335	5.0	20100
retaliation	48	42	42	37	0.94	1.6902	0.5	1.6335	5.0	02010
unconventional	44	42	41	39	0.86	1.6532	0.5	1.6335	5.0	20100
verification	46	42	42	39	0.9	1.6721	0.5	1.6335	5.0	20010
alphabetical	44	41	39	37	0.86	1.6532	0.49	1.6232	5.0	20100
appreciative	41	41	41	41	0.8	1.6232	0.49	1.6232	5.0	01020
chemotherapy	59	41	48	37	1.16	1.7782	0.49	1.6232	5.0	20100
configuration	48	41	46	40	0.94	1.6902	0.49	1.6232	5.0	02010
imaginations	44	41	44	41	0.86	1.6532	0.49	1.6232	5.0	02010
inconceivable	46	41	43	41	0.9	1.6721	0.49	1.6232	5.0	20100
inexcusable	43	41	40	39	0.84	1.6435	0.49	1.6232	5.0	00100
insinuating	49	41	44	37	0.96	1.699	0.49	1.6232	5.0	01000
invariably	44	41	38	36	0.86	1.6532	0.49	1.6232	5.0	01000
justification	47	41	44	40	0.92	1.6812	0.49	1.6232	5.0	20010
obituaries	53	41	48	39	1.04	1.7324	0.49	1.6232	5.0	01020
physiology	49	41	44	37	0.96	1.699	0.49	1.6232	5.0	20100
ramifications	44	41	43	40	0.86	1.6532	0.49	1.6232	5.0	20010
ridiculously	46	41	39	35	0.9	1.6721	0.49	1.6232	5.0	01000
spontaneously	41	41	41	41	0.8	1.6232	0.49	1.6232	5.0	01000
alienated	41	40	39	39	0.8	1.6232	0.48	1.6128	5.0	10020
coincidental	42	40	39	37	0.82	1.6335	0.48	1.6128	5.0	02010
irreplaceable	43	40	40	37	0.84	1.6435	0.48	1.6128	5.0	00100
alcoholism	43	39	38	35	0.84	1.6435	0.46	1.6021	5.0	10220
coincidences	50	39	46	36	0.98	1.7076	0.46	1.6021	5.0	01000
considerations	44	39	44	39	0.86	1.6532	0.46	1.6021	5.0	02010
fundamentally	42	39	39	36	0.82	1.6335	0.46	1.6021	5.0	20100
gratification	42	39	41	38	0.82	1.6335	0.46	1.6021	5.0	20010
immaterial	45	39	42	36	0.88	1.6628	0.46	1.6021	5.0	20100
impressionable	43	39	43	39	0.84	1.6435	0.46	1.6021	5.0	01000
incarceration	40	39	37	36	0.78	1.6128	0.46	1.6021	5.0	02010
manufacturers	50	39	44	36	0.98	1.7076	0.46	1.6021	5.0	20100
Presbyterian	55	39	4	3	1.08	1.7482	0.46	1.6021	5.0	20100
significantly	43	39	42	38	0.84	1.6435	0.46	1.6021	5.0	01000
specifications	42	39	42	39	0.82	1.6335	0.46	1.6021	5.0	20010
accelerating	45	38	38	34	0.88	1.6628	0.45	1.5911	5.0	01020
accumulated	39	38	38	37	0.76	1.6021	0.45	1.5911	5.0	01020
delicatessen	41	38	36	33	0.8	1.6232	0.45	1.5911	5.0	20010
extermination	52	38	50	36	1.02	1.7243	0.45	1.5911	5.0	02010
idealistic	41	38	41	38	0.8	1.6232	0.45	1.5911	5.0	02010
nationality	42	38	36	34	0.82	1.6335	0.45	1.5911	5.0	20100
sanctimonious	42	38	41	37	0.82	1.6335	0.45	1.5911	5.0	20100
acceleration	44	37	38	33	0.86	1.6532	0.44	1.5798	5.0	22010
contamination	60	37	57	36	1.18	1.7853	0.44	1.5798	5.0	02010
decapitated	44	37	39	33	0.86	1.6532	0.44	1.5798	5.0	01020
incomparable	48	37	47	36	0.94	1.6902	0.44	1.5798	5.0	01000
irreversible	41	37	40	36	0.8	1.6232	0.44	1.5798	5.0	20100
metaphorically	38	37	28	27	0.75	1.5911	0.44	1.5798	5.0	20100
modifications	41	37	41	37	0.8	1.6232	0.44	1.5798	5.0	20010
speciality	44	37	44	37	0.86	1.6532	0.44	1.5798	5.0	20100
technological	40	37	37	35	0.78	1.6128	0.44	1.5798	5.0	20100
undeniable	49	37	45	35	0.96	1.699	0.44	1.5798	5.0	20100
annihilation	41	36	40	36	0.8	1.6232	0.43	1.5682	5.0	02010
appreciating	36	36	34	34	0.71	1.5682	0.43	1.5682	5.0	01020
conservatory	69	36	49	29	1.35	1.8451	0.43	1.5682	5.0	01000
electrocution	50	36	38	26	0.98	1.7076	0.43	1.5682	5.0	02010
figuratively	39	36	25	23	0.76	1.6021	0.43	1.5682	5.0	01000
geological	42	36	33	31	0.82	1.6335	0.43	1.5682	5.0	20100
